"part","custLoc","plantLoc","period","demandVol","wac"
0000010J0357,93B,93B,5,3,1230.45
0000010J0357,93B,93B,8,1,1230.45
0000010J0357,93B,93B,9,2,1230.45
0000010J0357,93B,93B,11,1,1230.45
0000010J0357,93B,93B,12,1,1230.45
0000010J0357,93B,93B,13,4,1230.45
0000010J0357,93B,93B,15,1,1230.45
0000010J0357,93B,93B,16,1,1230.45
0000010J0357,93B,93B,17,2,1230.45
0000010J0357,93B,93B,21,2,1230.45
0000010J0357,93B,93B,24,4,1230.45
0000010J0357,93B,93B,28,1,1230.45
0000010J0357,980,980,17,1,980.64
0000010J0357,980,980,18,1,980.64
0000010J0357,980,980,19,2,980.64
0000010J0357,980,980,21,2,980.64
0000010J0357,980,980,23,2,980.64
0000010J0357,980,980,24,1,980.64
0000010L5417,980,980,5,64,216.26
0000010L5417,980,980,27,64,216.26
0000011J6206,918,918,9,9,201.57
0000011J6206,918,918,10,3,201.57
0000011J6206,918,918,11,2,201.57
0000011J6206,918,918,12,97,201.57
0000011J6206,918,918,13,4,201.57
0000011J6206,918,918,14,80,201.57
0000011J6206,918,918,15,4,201.57
0000011J6206,918,918,16,63,201.57
0000011J6206,918,918,17,3,201.57
0000011J6206,918,918,18,32,201.57
0000011J6206,918,918,19,3,201.57
0000011J6206,918,918,20,21,201.57
0000011J6206,918,918,22,1,201.57
0000011J6206,918,918,23,29,201.57
0000011J6206,918,918,24,1,201.57
0000011J6206,918,918,25,42,201.57
0000011J6206,918,918,26,2,201.57
0000011J6206,918,918,27,33,201.57
0000011J6206,918,918,28,2,201.57
0000011J6206,918,918,29,22,201.57
0000011J6206,992,992,3,20,234.39
0000011J6206,992,992,4,16,234.39
0000011J6206,992,992,5,11,234.39
0000011J6206,992,992,6,19,234.39
0000011J6206,992,992,7,9,234.39
0000011J6206,992,992,8,13,234.39
0000011J6206,992,992,9,11,234.39
0000011J6206,992,992,10,8,234.39
0000011J6206,992,992,11,9,234.39
0000011J6206,992,992,12,31,234.39
0000011J6206,992,992,13,29,234.39
0000011J6206,992,992,14,29,234.39
0000011J6206,992,992,15,31,234.39
0000011J6206,992,992,16,11,234.39
0000011J6206,992,992,17,10,234.39
0000011J6206,992,992,18,14,234.39
0000011J6206,992,992,19,8,234.39
0000011J6206,992,992,20,9,234.39
0000011J6206,992,992,22,8,234.39
0000011J6206,992,992,25,14,234.39
0000011J6206,992,992,26,17,234.39
0000011J6206,992,992,27,21,234.39
0000011J6206,992,992,29,14,234.39
0000011K0220,992,992,11,3,232.23
0000011K0220,992,992,27,1,232.23
0000011K0220,992,992,28,2,232.23
0000011K0220,992,992,29,1,232.23
0000011K0333,980,980,27,1,3067.11
0000011K0333,980,980,28,1,3067.11
0000011P0778,918,918,19,5,676.36
0000011P0778,918,918,20,2,676.36
0000011P0778,918,918,22,6,676.36
0000011P0778,918,918,23,2,676.36
0000011P0778,918,918,24,6,676.36
0000011P0778,918,918,26,6,676.36
0000011P0778,918,918,27,2,676.36
0000011P0778,918,918,28,6,676.36
0000011P0809,918,918,13,8,163.21
0000011P0809,918,918,14,7,163.21
0000011P0809,918,918,15,8,163.21
0000011P0809,918,918,16,4,163.21
0000011P0809,918,918,17,8,163.21
0000011P0809,918,918,18,5,163.21
0000011P0809,918,918,22,5,163.21
0000011P0809,918,918,24,4,163.21
0000011P0809,918,918,25,2,163.21
0000011P0809,918,918,26,4,163.21
0000011P0809,918,918,27,5,163.21
0000011P0809,918,918,29,2,163.21
0000011P0810,918,918,13,11,199.27
0000011P0810,918,918,15,9,199.27
0000011P0810,918,918,16,8,199.27
0000011P0810,918,918,17,9,199.27
0000011P0810,918,918,18,10,199.27
0000011P0810,918,918,19,3,199.27
0000011P0810,918,918,21,5,199.27
0000011P0810,918,918,22,4,199.27
0000011P0810,918,918,24,7,199.27
0000011P0810,918,918,25,6,199.27
0000011P0810,918,918,26,11,199.27
0000011P0810,918,918,28,5,199.27
0000011P0810,992,992,4,1,230.97
0000011P0810,992,992,5,12,230.97
0000011P0810,992,992,6,4,230.97
0000011P0810,992,992,8,8,230.97
0000011P0810,992,992,12,9,230.97
0000011P0810,992,992,13,7,230.97
0000011P0810,992,992,14,6,230.97
0000011P0810,992,992,17,10,230.97
0000011P0810,992,992,19,2,230.97
0000011P0810,992,992,22,5,230.97
0000011P0961,992,992,27,7,5665.75
0000011P1130,992,992,4,4,6178.62
0000011P1131,918,918,10,21,3253.36
0000011P1131,918,918,12,18,3253.36
0000011P1131,918,918,13,29,3253.36
0000011P1131,918,918,15,2,3253.36
0000011P1131,918,918,16,19,3253.36
0000011P1131,918,918,17,17,3253.36
0000011P1131,918,918,22,8,3253.36
0000011P1131,918,918,23,3,3253.36
0000011P1131,918,918,24,5,3253.36
0000011P1131,918,918,25,9,3253.36
0000011P1131,918,918,26,6,3253.36
0000011P1131,918,918,27,11,3253.36
0000011P1131,918,918,28,4,3253.36
0000011P1131,918,918,29,5,3253.36
0000011P1131,992,992,14,2,3971.40
0000011P1131,992,992,15,11,3971.40
0000011P1131,992,992,16,2,3971.40
0000011P1131,992,992,17,2,3971.40
0000011P1131,992,992,18,4,3971.40
0000011P1131,992,992,21,4,3971.40
0000011P1131,992,992,22,5,3971.40
0000011P1131,992,992,27,4,3971.40
0000011P1860,918,918,12,8,905.50
0000011P1860,918,918,13,32,905.50
0000011P1860,918,918,14,18,905.50
0000011P1860,918,918,15,16,905.50
0000011P1860,918,918,16,14,905.50
0000011P1860,918,918,17,16,905.50
0000011P1860,918,918,18,16,905.50
0000011P1860,918,918,19,3,905.50
0000011P1860,918,918,20,4,905.50
0000011P1860,918,918,21,10,905.50
0000011P1860,918,918,22,2,905.50
0000011P1860,918,918,23,10,905.50
0000011P1860,918,918,24,10,905.50
0000011P1860,918,918,25,6,905.50
0000011P1860,918,918,26,14,905.50
0000011P1860,918,918,27,4,905.50
0000011P1860,918,918,28,4,905.50
0000011P1860,918,918,29,8,905.50
0000011P1891,918,918,5,14,285.06
0000011P1891,918,918,6,38,285.06
0000011P1891,918,918,7,32,285.06
0000011P1891,918,918,8,92,285.06
0000011P1891,918,918,9,2,285.06
0000011P1891,918,918,10,69,285.06
0000011P1891,918,918,11,83,285.06
0000011P1891,918,918,12,71,285.06
0000011P1891,918,918,13,45,285.06
0000011P1891,918,918,14,52,285.06
0000011P1891,918,918,15,49,285.06
0000011P1891,918,918,16,50,285.06
0000011P1891,918,918,17,9,285.06
0000011P1891,918,918,18,14,285.06
0000011P1891,918,918,22,23,285.06
0000011P1891,918,918,23,11,285.06
0000011P1891,918,918,24,37,285.06
0000011P1891,918,918,25,34,285.06
0000011P1891,918,918,26,36,285.06
0000011P1891,918,918,27,43,285.06
0000011P1891,918,918,28,18,285.06
0000011P1891,918,918,29,19,285.06
0000011P1891,992,992,24,8,348.42
0000011P1891,992,992,25,22,348.42
0000011P1891,992,992,26,23,348.42
0000011P1891,992,992,27,27,348.42
0000011P1891,992,992,28,24,348.42
0000011P1891,992,992,29,18,348.42
0000011P1948,918,918,9,7,311.97
0000011P1948,918,918,10,16,311.97
0000011P1948,918,918,12,12,311.97
0000011P1948,918,918,13,18,311.97
0000011P1948,918,918,14,11,311.97
0000011P1948,918,918,15,9,311.97
0000011P1948,918,918,16,9,311.97
0000011P1948,918,918,17,13,311.97
0000011P1948,918,918,18,9,311.97
0000011P1948,918,918,21,2,311.97
0000011P1948,918,918,22,4,311.97
0000011P1948,918,918,23,3,311.97
0000011P1948,918,918,24,5,311.97
0000011P1948,918,918,25,7,311.97
0000011P1948,918,918,26,5,311.97
0000011P1948,918,918,27,7,311.97
0000011P1948,918,918,28,2,311.97
0000011P1948,918,918,29,3,311.97
0000011P1948,992,992,4,30,356.19
0000011P1948,992,992,5,3,356.19
0000011P1948,992,992,6,9,356.19
0000011P1948,992,992,7,2,356.19
0000011P1948,992,992,8,1,356.19
0000011P1948,992,992,9,1,356.19
0000011P1948,992,992,10,8,356.19
0000011P1948,992,992,11,7,356.19
0000011P1948,992,992,12,9,356.19
0000011P1948,992,992,13,8,356.19
0000011P1948,992,992,14,2,356.19
0000011P1948,992,992,16,4,356.19
0000011P1948,992,992,17,3,356.19
0000011P1948,992,992,18,1,356.19
0000011P1948,992,992,22,6,356.19
0000011P1948,992,992,24,1,356.19
0000011P1948,992,992,25,2,356.19
0000011P1948,992,992,27,5,356.19
0000011P1948,992,992,28,2,356.19
0000011P2233,918,918,4,35,553.16
0000011P2233,918,918,5,47,553.16
0000011P2233,918,918,6,11,553.16
0000011P2233,918,918,7,9,553.16
0000011P2233,918,918,8,12,553.16
0000011P2233,918,918,9,63,553.16
0000011P2233,918,918,10,13,553.16
0000011P2233,918,918,11,25,553.16
0000011P2233,918,918,12,85,553.16
0000011P2233,918,918,13,25,553.16
0000011P2233,918,918,14,54,553.16
0000011P2233,918,918,15,17,553.16
0000011P2233,918,918,16,58,553.16
0000011P2233,918,918,17,21,553.16
0000011P2233,918,918,18,26,553.16
0000011P2233,918,918,20,5,553.16
0000011P2233,918,918,21,24,553.16
0000011P2233,918,918,22,5,553.16
0000011P2233,918,918,23,5,553.16
0000011P2233,918,918,24,5,553.16
0000011P2233,918,918,25,5,553.16
0000011P2233,918,918,26,5,553.16
0000011P2233,918,918,27,5,553.16
0000011P2233,918,918,28,4,553.16
0000011P2233,918,918,29,5,553.16
0000011P2233,992,992,3,62,658.99
0000011P2233,992,992,4,18,658.99
0000011P2233,992,992,5,22,658.99
0000011P2233,992,992,6,20,658.99
0000011P2233,992,992,7,3,658.99
0000011P2233,992,992,8,9,658.99
0000011P2468,918,918,7,38,546.03
0000011P2468,918,918,8,170,546.03
0000011P2468,918,918,9,6,546.03
0000011P2468,918,918,10,127,546.03
0000011P2468,918,918,11,155,546.03
0000011P2468,918,918,12,135,546.03
0000011P2468,918,918,13,93,546.03
0000011P2468,918,918,14,100,546.03
0000011P2468,918,918,15,99,546.03
0000011P2468,918,918,16,101,546.03
0000011P2468,918,918,17,18,546.03
0000011P2468,918,918,18,26,546.03
0000011P2468,918,918,22,38,546.03
0000011P2468,918,918,23,20,546.03
0000011P2468,918,918,24,73,546.03
0000011P2468,918,918,25,60,546.03
0000011P2468,918,918,26,74,546.03
0000011P2468,918,918,27,77,546.03
0000011P2468,918,918,28,38,546.03
0000011P2468,918,918,29,37,546.03
0000011P2468,992,992,13,7,650.08
0000011P2468,992,992,14,16,650.08
0000011P2468,992,992,15,11,650.08
0000011P2468,992,992,16,18,650.08
0000011P2468,992,992,17,16,650.08
0000011P2468,992,992,18,18,650.08
0000011P2468,992,992,22,17,650.08
0000011P2468,992,992,23,9,650.08
0000011P2468,992,992,24,12,650.08
0000011P2468,992,992,25,30,650.08
0000011P2468,992,992,26,23,650.08
0000011P2468,992,992,27,35,650.08
0000011P2468,992,992,28,27,650.08
0000011P2468,992,992,29,21,650.08
0000011P2490,918,918,11,3,1618.12
0000011P2490,918,918,13,6,1618.12
0000011P2490,918,918,14,2,1618.12
0000011P2490,918,918,15,3,1618.12
0000011P2490,918,918,17,4,1618.12
0000011P2490,918,918,21,2,1618.12
0000011P2490,918,918,24,3,1618.12
0000011P2490,918,918,26,2,1618.12
0000011P2490,918,918,29,3,1618.12
0000011P2490,992,992,28,1,1293.75
0000011P2491,918,918,5,9,839.55
0000011P2491,918,918,6,3,839.55
0000011P2491,918,918,8,7,839.55
0000011P2491,918,918,10,14,839.55
0000011P2491,918,918,12,1,839.55
0000011P2491,918,918,13,13,839.55
0000011P2491,918,918,14,3,839.55
0000011P2491,918,918,15,8,839.55
0000011P2491,918,918,17,10,839.55
0000011P2491,918,918,19,1,839.55
0000011P2491,918,918,21,3,839.55
0000011P2491,918,918,23,1,839.55
0000011P2491,918,918,24,8,839.55
0000011P2491,918,918,26,6,839.55
0000011P2491,918,918,27,1,839.55
0000011P2491,918,918,28,3,839.55
0000011P3461,918,918,15,15,404.50
0000011P3461,918,918,16,6,404.50
0000011P3461,918,918,17,20,404.50
0000011P3461,918,918,18,9,404.50
0000011P3461,918,918,19,2,404.50
0000011P3461,918,918,21,9,404.50
0000011P3461,918,918,22,2,404.50
0000011P3461,918,918,23,9,404.50
0000011P3461,918,918,24,6,404.50
0000011P3461,918,918,25,9,404.50
0000011P3461,918,918,26,8,404.50
0000011P3461,918,918,27,4,404.50
0000011P3461,918,918,28,4,404.50
0000011P3461,918,918,29,10,404.50
0000011P3461,992,992,6,4,465.87
0000011P3461,992,992,7,6,465.87
0000011P3461,992,992,9,4,465.87
0000011P3461,992,992,12,10,465.87
0000011P3461,992,992,13,11,465.87
0000011P3461,992,992,15,10,465.87
0000011P3461,992,992,16,2,465.87
0000011P3461,992,992,17,8,465.87
0000011P3461,992,992,18,6,465.87
0000011P3461,992,992,22,3,465.87
0000011P3524,918,918,6,134,1154.90
0000011P3524,918,918,7,171,1154.90
0000011P3524,918,918,8,401,1154.90
0000011P3524,918,918,9,20,1154.90
0000011P3524,918,918,10,317,1154.90
0000011P3524,918,918,11,347,1154.90
0000011P3524,918,918,12,335,1154.90
0000011P3524,918,918,13,221,1154.90
0000011P3524,918,918,14,221,1154.90
0000011P3524,918,918,15,231,1154.90
0000011P3524,918,918,16,218,1154.90
0000011P3524,918,918,17,52,1154.90
0000011P3524,918,918,18,74,1154.90
0000011P3524,918,918,22,76,1154.90
0000011P3524,918,918,23,60,1154.90
0000011P3524,918,918,24,150,1154.90
0000011P3524,918,918,25,148,1154.90
0000011P3524,918,918,26,165,1154.90
0000011P3524,918,918,27,165,1154.90
0000011P3524,918,918,28,96,1154.90
0000011P3524,918,918,29,84,1154.90
0000011P3524,992,992,8,80,1307.49
0000011P3524,992,992,9,65,1307.49
0000011P3524,992,992,10,240,1307.49
0000011P3524,992,992,11,223,1307.49
0000011P3524,992,992,12,249,1307.49
0000011P3524,992,992,13,245,1307.49
0000011P3524,992,992,14,75,1307.49
0000011P3524,992,992,15,71,1307.49
0000011P3524,992,992,16,76,1307.49
0000011P3524,992,992,17,76,1307.49
0000011P3524,992,992,18,69,1307.49
0000011P3524,992,992,22,53,1307.49
0000011P3524,992,992,23,30,1307.49
0000011P3524,992,992,24,41,1307.49
0000011P3524,992,992,25,125,1307.49
0000011P3524,992,992,26,123,1307.49
0000011P3524,992,992,27,139,1307.49
0000011P3524,992,992,28,128,1307.49
0000011P3524,992,992,29,102,1307.49
0000011P3550,918,918,4,10,911.80
0000011P3550,918,918,6,2,911.80
0000011P3550,918,918,7,2,911.80
0000011P3550,918,918,8,3,911.80
0000011P3550,918,918,9,2,911.80
0000011P3550,918,918,11,3,911.80
0000011P3550,918,918,14,3,911.80
0000011P3550,918,918,15,2,911.80
0000011P3550,918,918,16,2,911.80
0000011P3550,918,918,17,2,911.80
0000011P3550,918,918,19,2,911.80
0000011P3550,918,918,20,2,911.80
0000011P3550,918,918,21,2,911.80
0000011P3550,918,918,23,2,911.80
0000011P3550,918,918,24,2,911.80
0000011P3550,918,918,25,2,911.80
0000011P3550,918,918,27,2,911.80
0000011P3550,918,918,28,2,911.80
0000011P3550,992,992,3,173,945.74
0000011P3550,992,992,7,10,945.74
0000011P3550,992,992,8,6,945.74
0000011P3550,992,992,9,25,945.74
0000011P3550,992,992,10,14,945.74
0000011P3550,992,992,11,22,945.74
0000011P3550,992,992,12,18,945.74
0000011P3550,992,992,13,25,945.74
0000011P3550,992,992,14,22,945.74
0000011P3550,992,992,15,8,945.74
0000011P3550,992,992,17,4,945.74
0000011P3550,992,992,20,18,945.74
0000011P3550,992,992,21,46,945.74
0000011P3550,992,992,22,17,945.74
0000011P3550,992,992,23,11,945.74
0000011P3550,992,992,24,11,945.74
0000011P3550,992,992,26,31,945.74
0000011P3550,992,992,27,25,945.74
0000011P3550,992,992,28,42,945.74
0000011P3582,918,918,5,530,557.41
0000011P3582,918,918,6,2,557.41
0000011P3582,918,918,7,6,557.41
0000011P3582,918,918,9,330,557.41
0000011P3582,918,918,10,574,557.41
0000011P3582,918,918,12,446,557.41
0000011P3582,918,918,13,456,557.41
0000011P3582,918,918,14,450,557.41
0000011P3582,918,918,15,234,557.41
0000011P3582,918,918,16,236,557.41
0000011P3582,918,918,17,238,557.41
0000011P3582,918,918,18,262,557.41
0000011P3582,918,918,19,102,557.41
0000011P3582,918,918,20,102,557.41
0000011P3582,918,918,21,102,557.41
0000011P3582,918,918,23,106,557.41
0000011P3582,918,918,24,296,557.41
0000011P3582,918,918,25,294,557.41
0000011P3582,918,918,26,294,557.41
0000011P3582,918,918,27,296,557.41
0000011P3582,918,918,28,180,557.41
0000011P3582,918,918,29,174,557.41
0000011P3582,992,992,8,133,626.74
0000011P3582,992,992,9,197,626.74
0000011P3582,992,992,10,196,626.74
0000011P3582,992,992,11,193,626.74
0000011P3582,992,992,12,216,626.74
0000011P3582,992,992,13,216,626.74
0000011P3582,992,992,14,216,626.74
0000011P3582,992,992,15,203,626.74
0000011P3582,992,992,16,8,626.74
0000011P3582,992,992,17,13,626.74
0000011P3582,992,992,18,8,626.74
0000011P3582,992,992,19,9,626.74
0000011P3582,992,992,20,180,626.74
0000011P3582,992,992,21,99,626.74
0000011P3582,992,992,22,89,626.74
0000011P3582,992,992,24,14,626.74
0000011P3582,992,992,25,163,626.74
0000011P3582,992,992,26,150,626.74
0000011P3582,992,992,27,156,626.74
0000011P3582,992,992,28,122,626.74
0000011P3582,992,992,29,93,626.74
0000011P3732,918,918,4,15,507.08
0000011P3732,918,918,5,6,507.08
0000011P3732,918,918,6,17,507.08
0000011P3732,918,918,8,19,507.08
0000011P3732,918,918,9,8,507.08
0000011P3732,918,918,10,63,507.08
0000011P3732,918,918,12,4,507.08
0000011P3732,918,918,13,53,507.08
0000011P3732,918,918,14,2,507.08
0000011P3732,918,918,15,36,507.08
0000011P3732,918,918,16,2,507.08
0000011P3732,918,918,17,31,507.08
0000011P3732,918,918,18,4,507.08
0000011P3732,918,918,19,14,507.08
0000011P3732,918,918,22,10,507.08
0000011P3732,918,918,23,2,507.08
0000011P3732,918,918,24,34,507.08
0000011P3732,918,918,26,35,507.08
0000011P3732,918,918,28,21,507.08
0000011P3807,918,918,5,11,875.27
0000011P3807,918,918,6,28,875.27
0000011P3807,918,918,7,28,875.27
0000011P3807,918,918,8,60,875.27
0000011P3807,918,918,10,43,875.27
0000011P3807,918,918,11,51,875.27
0000011P3807,918,918,12,44,875.27
0000011P3807,918,918,13,32,875.27
0000011P3807,918,918,14,31,875.27
0000011P3807,918,918,15,34,875.27
0000011P3807,918,918,16,28,875.27
0000011P3807,918,918,21,9,875.27
0000011P3807,918,918,22,11,875.27
0000011P3807,918,918,23,6,875.27
0000011P3807,918,918,24,15,875.27
0000011P3807,918,918,25,16,875.27
0000011P3807,918,918,26,15,875.27
0000011P3807,918,918,27,18,875.27
0000011P3807,918,918,28,10,875.27
0000011P3807,918,918,29,7,875.27
0000011P3807,992,992,9,1,1017.11
0000011P3807,992,992,10,21,1017.11
0000011P3807,992,992,11,21,1017.11
0000011P3807,992,992,12,23,1017.11
0000011P3807,992,992,13,21,1017.11
0000011P3807,992,992,14,10,1017.11
0000011P3807,992,992,15,7,1017.11
0000011P3807,992,992,16,9,1017.11
0000011P3807,992,992,17,9,1017.11
0000011P3807,992,992,18,9,1017.11
0000011P3807,992,992,22,6,1017.11
0000011P3807,992,992,23,5,1017.11
0000011P3807,992,992,24,4,1017.11
0000011P3807,992,992,25,15,1017.11
0000011P3807,992,992,26,12,1017.11
0000011P3807,992,992,27,10,1017.11
0000011P3807,992,992,28,14,1017.11
0000011P3807,992,992,29,8,1017.11
0000011P3808,918,918,8,19,890.41
0000011P3808,918,918,10,12,890.41
0000011P3808,918,918,11,18,890.41
0000011P3808,918,918,12,12,890.41
0000011P3808,918,918,13,12,890.41
0000011P3808,918,918,14,8,890.41
0000011P3808,918,918,15,11,890.41
0000011P3808,918,918,16,10,890.41
0000011P3808,918,918,17,3,890.41
0000011P3808,918,918,21,3,890.41
0000011P3808,918,918,22,2,890.41
0000011P3808,918,918,23,1,890.41
0000011P3808,918,918,24,8,890.41
0000011P3808,918,918,25,6,890.41
0000011P3808,918,918,26,7,890.41
0000011P3808,918,918,27,8,890.41
0000011P3808,918,918,28,6,890.41
0000011P3808,918,918,29,2,890.41
0000011P3808,992,992,11,6,1034.03
0000011P3808,992,992,12,11,1034.03
0000011P3808,992,992,13,13,1034.03
0000011P3808,992,992,14,2,1034.03
0000011P3808,992,992,15,5,1034.03
0000011P3808,992,992,16,6,1034.03
0000011P3808,992,992,17,4,1034.03
0000011P3808,992,992,21,2,1034.03
0000011P3808,992,992,22,4,1034.03
0000011P3808,992,992,23,1,1034.03
0000011P3808,992,992,24,3,1034.03
0000011P3808,992,992,25,5,1034.03
0000011P3808,992,992,26,6,1034.03
0000011P3808,992,992,27,6,1034.03
0000011P3808,992,992,28,7,1034.03
0000011P3808,992,992,29,4,1034.03
0000011P3809,918,918,6,3,1871.01
0000011P3809,918,918,7,1,1871.01
0000011P3809,918,918,8,8,1871.01
0000011P3809,918,918,10,5,1871.01
0000011P3809,918,918,11,6,1871.01
0000011P3809,918,918,12,6,1871.01
0000011P3809,918,918,13,4,1871.01
0000011P3809,918,918,14,4,1871.01
0000011P3809,918,918,15,4,1871.01
0000011P3809,918,918,16,6,1871.01
0000011P3809,918,918,18,2,1871.01
0000011P3809,918,918,22,3,1871.01
0000011P3809,918,918,24,3,1871.01
0000011P3809,918,918,25,2,1871.01
0000011P3809,918,918,26,3,1871.01
0000011P3809,918,918,27,3,1871.01
0000011P3809,918,918,28,2,1871.01
0000011P3809,918,918,29,2,1871.01
0000011P3809,992,992,14,1,2170.26
0000011P3809,992,992,15,1,2170.26
0000011P3809,992,992,17,1,2170.26
0000011P3809,992,992,18,2,2170.26
0000011P3809,992,992,22,1,2170.26
0000011P3809,992,992,25,4,2170.26
0000011P3809,992,992,26,2,2170.26
0000011P3809,992,992,27,4,2170.26
0000011P3809,992,992,28,2,2170.26
0000011P3809,992,992,29,2,2170.26
0000011P4398,918,918,13,4,1988.85
0000011P4398,918,918,14,2,1988.85
0000011P4398,918,918,15,6,1988.85
0000011P4398,918,918,16,4,1988.85
0000011P4398,918,918,17,6,1988.85
0000011P4398,918,918,18,6,1988.85
0000011P4398,918,918,21,2,1988.85
0000011P4398,918,918,22,2,1988.85
0000011P4398,918,918,23,2,1988.85
0000011P4398,918,918,24,1,1988.85
0000011P4398,918,918,25,2,1988.85
0000011P4398,918,918,26,3,1988.85
0000011P4398,918,918,27,2,1988.85
0000011P4398,918,918,28,1,1988.85
0000011P4398,918,918,29,1,1988.85
0000011P4398,992,992,16,1,2169.45
0000011P4398,992,992,22,1,2169.45
0000011P4398,992,992,25,1,2169.45
0000011P4398,992,992,27,1,2169.45
0000011P4741,918,918,7,83,650.43
0000011P4741,918,918,9,278,650.43
0000011P4741,918,918,12,243,650.43
0000011P4741,918,918,14,176,650.43
0000011P4741,918,918,16,111,650.43
0000011P4741,918,918,18,87,650.43
0000011P4741,918,918,21,52,650.43
0000011P4741,918,918,23,100,650.43
0000011P4741,918,918,25,156,650.43
0000011P4741,918,918,27,120,650.43
0000011P4741,918,918,29,97,650.43
0000011P4741,992,992,6,109,741.18
0000011P4741,992,992,7,118,741.18
0000011P4741,992,992,8,68,741.18
0000011P4741,992,992,9,87,741.18
0000011P4741,992,992,10,95,741.18
0000011P4741,992,992,11,82,741.18
0000011P4741,992,992,12,105,741.18
0000011P4741,992,992,13,110,741.18
0000011P4741,992,992,14,119,741.18
0000011P4741,992,992,15,110,741.18
0000011P4741,992,992,16,47,741.18
0000011P4741,992,992,17,48,741.18
0000011P4741,992,992,18,48,741.18
0000011P4741,992,992,19,51,741.18
0000011P4741,992,992,20,75,741.18
0000011P4741,992,992,22,38,741.18
0000011P4741,992,992,23,37,741.18
0000011P4741,992,992,24,40,741.18
0000011P4741,992,992,25,65,741.18
0000011P4741,992,992,26,52,741.18
0000011P4741,992,992,27,60,741.18
0000011P4741,992,992,28,64,741.18
0000011P4741,992,992,29,26,741.18
0000011P4951,992,992,4,62,9655.20
0000011P4951,992,992,5,33,9655.20
0000011P4951,992,992,6,46,9655.20
0000011P4951,992,992,7,5,9655.20
0000011P4951,992,992,8,25,9655.20
0000011P4951,992,992,10,40,9655.20
0000011P4951,992,992,11,21,9655.20
0000011P4951,992,992,12,37,9655.20
0000011P4951,992,992,13,53,9655.20
0000011P4951,992,992,14,79,9655.20
0000011P4951,992,992,16,68,9655.20
0000011P4951,992,992,17,75,9655.20
0000011P4951,992,992,18,52,9655.20
0000011P4951,992,992,19,26,9655.20
0000011P4951,992,992,20,17,9655.20
0000011P4951,992,992,22,25,9655.20
0000011P4951,992,992,23,5,9655.20
0000011P4951,992,992,26,16,9655.20
0000011P4951,992,992,27,13,9655.20
0000011P4951,992,992,28,11,9655.20
0000011P4951,992,992,29,38,9655.20
0000011P4952,992,992,5,20,9232.65
0000011P4952,992,992,6,21,9232.65
0000011P4952,992,992,8,8,9232.65
0000011P4952,992,992,9,9,9232.65
0000011P4952,992,992,10,7,9232.65
0000011P4952,992,992,11,10,9232.65
0000011P4952,992,992,12,15,9232.65
0000011P4952,992,992,13,8,9232.65
0000011P4952,992,992,14,11,9232.65
0000011P4952,992,992,15,9,9232.65
0000011P4952,992,992,16,3,9232.65
0000011P4952,992,992,17,6,9232.65
0000011P4952,992,992,18,2,9232.65
0000011P4952,992,992,19,10,9232.65
0000011P4952,992,992,20,8,9232.65
0000011P4952,992,992,22,8,9232.65
0000011P4952,992,992,23,9,9232.65
0000011P4952,992,992,26,4,9232.65
0000011P4952,992,992,27,8,9232.65
0000011P4952,992,992,29,3,9232.65
0000021H6573,980,980,14,16,427.85
0000021H6573,980,980,16,16,427.85
0000021H6573,980,980,17,16,427.85
0000021H6573,980,980,21,8,427.85
0000021H6573,980,980,22,16,427.85
0000021H6573,980,980,24,16,427.85
0000021H6573,980,980,25,8,427.85
0000021H6573,980,980,26,16,427.85
0000021H6573,980,980,28,16,427.85
0000021L2906,918,918,5,4,923.86
0000021L2906,918,918,6,6,923.86
0000021L2906,918,918,7,2,923.86
0000021L2906,918,918,8,5,923.86
0000021L2906,918,918,9,5,923.86
0000021L2906,918,918,10,4,923.86
0000021L2906,918,918,11,5,923.86
0000021L2906,918,918,12,5,923.86
0000021L2906,918,918,13,3,923.86
0000021L2906,918,918,14,5,923.86
0000021L2906,918,918,15,1,923.86
0000021L2906,918,918,16,1,923.86
0000021L2906,918,918,17,2,923.86
0000021L2906,918,918,18,3,923.86
0000021L2906,918,918,20,1,923.86
0000021L2906,918,918,21,3,923.86
0000021L2906,918,918,22,1,923.86
0000021L2906,918,918,23,2,923.86
0000021L2906,918,918,24,1,923.86
0000021L2906,918,918,25,2,923.86
0000021L2906,918,918,26,1,923.86
0000021L2906,918,918,27,2,923.86
0000021L2906,918,918,28,1,923.86
0000021L2906,918,918,29,2,923.86
0000021L2906,992,992,10,1,974.54
0000021L2906,992,992,12,4,974.54
0000021L2906,992,992,14,4,974.54
0000021L2906,992,992,16,4,974.54
0000021L2906,992,992,18,4,974.54
0000021L2906,992,992,20,4,974.54
0000021L2906,992,992,22,4,974.54
0000021L2906,992,992,24,4,974.54
0000021L2906,992,992,29,4,974.54
0000021P4511,980,980,4,14,6138.28
0000021P4511,980,980,5,2,6138.28
0000021P4511,980,980,6,2,6138.28
0000021P4511,980,980,8,3,6138.28
0000021P4511,980,980,9,2,6138.28
0000021P4511,980,980,10,2,6138.28
0000021P4511,980,980,11,2,6138.28
0000021P4511,980,980,13,6,6138.28
0000021P4511,980,980,16,3,6138.28
0000021P4511,980,980,17,4,6138.28
0000021P4511,980,980,21,2,6138.28
0000021P4511,980,980,23,4,6138.28
0000021P4511,980,980,25,3,6138.28
0000021P4511,980,980,26,3,6138.28
