mtm,plantLoc,period,supply,wfmv
7017S7A,GLN,16,1.00,211.440
7017S7A,GLE,18,6.00,172.295
7017S7A,GLE,23,2.00,6691.410
7017S7A,GLN,23,1.00,26492.450
7017S7A,GLE,27,2.00,0.000
7017S7A,GLN,30,1.00,0.000
7017S80,GMM,1,3.00,8865.250
7017S80,GMR,1,39.00,5678.016
7017S80,GLN,4,1.00,4619.700
7017S80,GLE,5,11.00,27104.026
7017S80,GLN,5,4.00,31460.505
7017S80,GLE,6,1.00,11466.190
7017S80,GLE,7,2.00,30748.900
7017S80,GLE,8,2.00,29829.540
7017S80,GLN,9,6.00,47349.800
7017S80,GLE,10,13.00,27165.454
7017S80,GLN,10,6.00,33513.028
7017S80,GLE,13,1.00,24270.210
7017S80,GLE,14,7.00,32942.698
7017S80,GLN,14,3.00,31658.413
7017S80,GLE,18,2.00,26813.640
7017S80,GLN,18,1.00,48252.890
7017S80,GLN,19,1.00,103.050
7017S80,GLN,22,1.00,50417.390
7017S80,GLE,23,16.00,19372.422
7017S80,GLN,23,19.00,18442.907
7017S80,GLE,24,4.00,40387.190
7017S80,GLN,24,2.00,20736.915
7017S80,GLE,25,2.00,34138.930
7017S80,GLN,25,2.00,26673.700
7017S80,GLN,26,1.00,26225.210
7017S80,GLE,27,10.00,16469.420
7017S80,GLN,27,10.00,39402.892
7017S80,GLN,30,1.00,23430.980
7017S80,GLN,31,4.00,37045.492
7017S80,GLE,31,1.00,0.000
7017S80,GLN,32,3.00,17030.173
7017S85,GMM,1,1.00,25734.210
7017S85,GMR,1,26.00,2083.054
7017S85,GLE,5,1.00,0.000
7017S85,GLN,8,1.00,56746.740
7017S85,GLE,10,1.00,38058.730
7017S85,GLN,18,1.00,67805.170
7017S85,GLN,21,2.00,78245.840
7017S85,GLE,22,1.00,0.000
7017S85,GLE,23,7.00,27059.001
7017S85,GLN,23,3.00,48651.916
7017S85,GLN,25,1.00,71668.030
7017S85,GLE,27,3.00,28465.723
7017S85,GLN,27,1.00,68257.270
7017S85,GLE,28,1.00,143251.650
7017S85,GLN,29,1.00,49135.330
7017S85,GLN,31,2.00,68729.685
7017T42,GLE,27,1.00,57.420
702001S,GLE,25,1.00,0.000
7024E20,GLE,5,1.00,25.590
7024E20,GLE,10,4.00,0.000
7024E20,GLE,12,1.00,282.020
7024E20,GLE,18,1.00,301.550
7024E20,GLE,21,1.00,0.000
7024E20,GLE,23,1.00,0.000
7024E20,GLE,24,1.00,0.000
7024E20,GLE,29,1.00,0.000
7024E20,GLE,30,1.00,0.000
7024E20,GLE,32,2.00,165.185
7024E30,GMR,1,1.00,18.840
7024E30,GLE,5,2.00,729.340
7024E30,GLE,7,1.00,0.000
7024E30,GLE,9,1.00,0.000
7024E30,GLE,13,1.00,0.000
7024E30,GLE,14,5.00,205.598
7024E30,GLE,16,2.00,1001.795
7024E30,GLE,17,1.00,0.000
7024E30,GLE,18,1.00,707.340
7024E30,GLE,20,1.00,658.470
7024E30,GLE,22,1.00,0.000
7024E30,GLE,23,4.00,168.855
7024E30,GLE,27,3.00,0.000
7024E30,GLN,27,1.00,0.000
7024E30,GLN,28,2.00,0.000
7024E30,GLE,29,1.00,504.880
7024E30,GLE,31,2.00,0.000
7024E30,GLE,32,1.00,0.000
7025150,GLE,31,1.00,0.000
70255F1,GLE,10,1.00,0.000
70256F0,GLE,5,2.00,1338.875
70256F0,GLN,5,2.00,2878.770
70256F0,GLN,9,1.00,4339.670
70256F0,GLE,10,1.00,0.000
70256F0,GLN,10,1.00,1606.330
70256F0,GLN,14,2.00,6255.000
70256F0,GLN,17,1.00,8947.120
70256F0,GLE,18,1.00,253.120
70256F0,GLN,18,2.00,2975.090
70256F0,GLE,23,1.00,2245.210
70256F0,GLE,27,1.00,3785.090
70256F0,GLN,30,1.00,8964.540
70256F1,GMR,1,3.00,4352.993
70256F1,GLN,4,2.00,7174.130
70256F1,GLN,5,1.00,3951.570
70256F1,GLE,5,3.00,1800.203
70256F1,GLN,6,1.00,2725.050
70256F1,GLE,7,4.00,0.000
70256F1,GLN,10,1.00,2500.340
70256F1,GLE,10,1.00,0.000
70256F1,GLN,11,3.00,3958.933
70256F1,GLN,12,5.00,3007.600
70256F1,GLE,14,3.00,4534.990
70256F1,GLN,15,1.00,11119.780
70256F1,GLE,15,1.00,0.000
70256F1,GLN,16,2.00,6141.090
70256F1,GLN,17,1.00,9817.880
70256F1,GLE,18,10.00,30.805
70256F1,GLN,19,2.00,3074.430
70256F1,GLE,20,1.00,0.000
70256F1,GLE,21,1.00,0.000
70256F1,GLN,22,13.00,13566.550
70256F1,GLN,23,14.00,4309.830
70256F1,GLE,23,11.00,1275.062
70256F1,GLN,24,2.00,2711.015
70256F1,GLE,27,3.00,1702.133
70256F1,GLN,28,1.00,15887.420
70256F1,GLE,31,1.00,3664.680
7025F30,GMR,1,1.00,0.010
7025F30,GLE,5,1.00,0.000
7025F30,GLE,9,1.00,0.000
7025F30,GLE,10,2.00,0.000
7025F30,GLE,12,1.00,425.520
7025F30,GLE,14,3.00,345.390
7025F30,GLE,15,1.00,0.000
7025F30,GLE,16,1.00,0.000
7025F30,GLE,18,2.00,0.000
7025F30,GLE,19,1.00,1084.830
7025F30,GLN,20,3.00,0.000
7025F30,GLN,21,5.00,0.320
7025F30,GLN,22,1.00,0.320
7025F30,GLE,23,1.00,1157.080
7025F30,GLE,25,1.00,948.430
7025F30,GLN,25,2.00,0.000
7025F30,GLE,26,1.00,213.590
7025F30,GLN,27,1.00,0.000
7025F30,GLE,28,1.00,251.450
7025F30,GLE,31,1.00,725.830
7025F40,GMR,1,1.00,10.800
7025F40,GLE,4,1.00,2398.470
7025F40,GLE,5,3.00,741.250
7025F40,GLN,5,9.00,0.000
7025F40,GLE,7,1.00,637.210
7025F40,GLN,7,1.00,0.000
7025F40,GLE,8,1.00,238.150
7025F40,GLN,9,3.00,15.800
7025F40,GLE,10,12.00,1108.740
7025F40,GLE,11,10.00,995.664
7025F40,GLE,12,2.00,447.795
7025F40,GLN,12,6.00,0.000
7025F40,GLE,13,2.00,737.510
7025F40,GLE,14,1.00,54.350
7025F40,GLN,14,1.00,0.000
7025F40,GLE,15,1.00,315.700
7025F40,GLE,16,19.00,793.645
7025F40,GLN,17,1.00,0.000
7025F40,GLN,18,1.00,0.000
7025F40,GLE,18,54.00,1241.830
7025F40,GLE,19,5.00,482.954
7025F40,GLE,20,25.00,758.866
7025F40,GLN,20,2.00,0.000
7025F40,GLN,21,1.00,0.000
7025F40,GLE,21,3.00,365.823
7025F40,GLE,23,15.00,1284.213
7025F40,GLN,23,2.00,0.000
7025F40,GLE,24,2.00,0.000
7025F40,GLE,25,1.00,0.000
7025F40,GLE,27,3.00,259.176
7025F40,GLN,27,1.00,0.000
7025F40,GLE,28,2.00,1301.570
7025F40,GLE,29,32.00,1107.465
7025F40,GLE,30,102.00,1488.813
7025F40,GLE,31,25.00,1428.234
7025F40,GLE,32,1.00,671.740
7025F50,GMR,1,8.00,463.231
7025F50,GLE,4,3.00,20.230
7025F50,GLN,4,2.00,6.300
7025F50,GLE,5,8.00,692.371
7025F50,GLN,5,7.00,34.400
7025F50,GLE,6,5.00,362.580
7025F50,GLN,6,5.00,10.948
7025F50,GLE,7,6.00,1215.530
7025F50,GLN,7,2.00,0.000
7025F50,GLE,8,1.00,0.000
7025F50,GLN,8,1.00,0.000
7025F50,GLE,9,1.00,1071.700
7025F50,GLN,9,19.00,0.000
7025F50,GLE,10,20.00,634.725
7025F50,GLN,10,12.00,0.000
7025F50,GLE,11,9.00,352.322
7025F50,GLN,11,6.00,0.000
7025F50,GLE,12,3.00,0.000
7025F50,GLN,12,10.00,0.000
7025F50,GLE,13,5.00,823.084
7025F50,GLN,13,2.00,0.000
7025F50,GLE,14,18.00,327.734
7025F50,GLN,14,87.00,0.112
7025F50,GLE,15,2.00,3177.505
7025F50,GLN,15,14.00,0.000
7025F50,GLE,16,5.00,380.880
7025F50,GLN,16,10.00,0.000
7025F50,GLN,17,2.00,30.115
7025F50,GLE,18,13.00,3530.024
7025F50,GLN,18,132.00,0.235
7025F50,GLE,19,2.00,0.000
7025F50,GLE,20,5.00,1331.414
7025F50,GLN,20,4.00,0.000
7025F50,GLE,21,4.00,2839.692
7025F50,GLN,21,1.00,0.000
7025F50,GLE,22,5.00,694.824
7025F50,GLN,22,7.00,5.654
7025F50,GLE,23,103.00,140.399
7025F50,GLN,23,20.00,9.896
7025F50,GLE,24,4.00,0.000
7025F50,GLE,25,3.00,0.000
7025F50,GLN,25,1.00,0.000
7025F50,GLE,26,3.00,0.000
7025F50,GLN,26,1.00,0.000
7025F50,GLE,27,22.00,856.993
7025F50,GLN,27,9.00,0.000
7025F50,GLN,28,2.00,0.000
7025F50,GLE,29,3.00,731.330
7025F50,GLE,30,2.00,0.000
7025F50,GLE,31,9.00,139.204
7025F50,GLN,31,35.00,0.000
7025F50,GLE,32,4.00,3554.592
7025F50,GLN,32,8.00,0.000
7025F80,GMM,1,1.00,5126.020
7025F80,GMR,1,7.00,892.162
7025F80,GLE,4,2.00,3773.420
7025F80,GLE,5,1.00,421.330
7025F80,GLN,6,2.00,115.200
7025F80,GLN,8,2.00,6338.360
7025F80,GLE,9,1.00,0.000
7025F80,GLN,9,1.00,0.000
7025F80,GLE,10,3.00,2491.413
7025F80,GLN,10,1.00,8762.330
7025F80,GLN,11,4.00,3923.770
7025F80,GLE,12,1.00,1794.340
7025F80,GLN,12,2.00,3249.400
7025F80,GLN,13,1.00,265.240
7025F80,GLE,14,6.00,1319.403
7025F80,GLN,14,10.00,1517.329
7025F80,GLN,15,1.00,4793.040
7025F80,GLE,16,3.00,0.000
7025F80,GLN,16,2.00,3749.725
7025F80,GLN,17,1.00,0.000
7025F80,GLE,18,8.00,965.520
7025F80,GLN,18,2.00,992.560
7025F80,GLE,19,1.00,0.000
7025F80,GLN,19,1.00,12365.350
7025F80,GLE,20,7.00,1857.388
7025F80,GLN,20,1.00,3918.220
7025F80,GLE,22,3.00,2732.980
7025F80,GLN,22,4.00,3908.880
7025F80,GLE,23,22.00,1293.092
7025F80,GLN,23,8.00,2893.135
7025F80,GLE,24,1.00,1999.340
7025F80,GLN,24,8.00,352.880
7025F80,GLE,25,1.00,1020.530
7025F80,GLN,25,1.00,8295.340
7025F80,GLE,26,2.00,0.000
7025F80,GLE,27,2.00,202.450
7025F80,GLN,27,9.00,1830.286
7025F80,GLN,28,2.00,4357.080
7025F80,GLN,29,1.00,2484.000
7025F80,GLN,31,15.00,4344.402
7025F80,GLE,31,16.00,837.741
7025F80,GLN,32,1.00,6025.180
7025H50,GLE,20,1.00,0.000
7025H70,GMR,1,2.00,4.310
7025H70,GLE,20,2.00,0.000
7025H70,GLE,23,1.00,0.000
7025H70,GLE,31,2.00,0.000
7026001,GLE,14,1.00,0.000
7026140,GLE,10,1.00,0.000
7026170,GLE,18,5.00,149.180
7026270,GLE,18,1.00,217.180
70266H0,GLE,9,6.00,0.000
70266H0,GLN,27,2.00,8159.770
70266H1,GMR,1,4.00,1668.905
70266H1,GLN,4,1.00,13395.100
70266H1,GLE,5,5.00,1298.604
70266H1,GLN,5,2.00,4747.950
70266H1,GLE,6,2.00,0.000
70266H1,GLN,6,1.00,4856.730
70266H1,GLN,7,1.00,14248.800
70266H1,GLN,9,1.00,5839.220
70266H1,GLE,10,6.00,4065.895
70266H1,GLN,10,1.00,3877.200
70266H1,GLN,11,1.00,13770.510
70266H1,GLE,13,3.00,0.000
70266H1,GLN,13,3.00,6090.846
70266H1,GLE,14,3.00,7571.810
70266H1,GLN,14,3.00,8199.386
70266H1,GLN,16,1.00,9558.700
70266H1,GLN,17,5.00,4078.330
70266H1,GLE,18,1.00,5295.800
70266H1,GLN,18,3.00,12515.293
70266H1,GLE,19,2.00,0.000
70266H1,GLE,21,10.00,0.000
70266H1,GLN,21,2.00,6616.215
70266H1,GLN,22,1.00,9555.120
70266H1,GLE,23,12.00,2548.706
70266H1,GLN,23,12.00,9265.345
70266H1,GLN,24,9.00,7989.396
70266H1,GLN,25,7.00,14555.450
70266H1,GLE,27,9.00,2795.971
70266H1,GLN,27,4.00,7023.757
70266H1,GLN,28,1.00,3844.000
70266H1,GLE,31,1.00,0.000
70266H1,GLE,32,6.00,0.000
70266M1,GMR,1,27.00,4240.920
70266M1,GLN,10,1.00,29943.650
70266M1,GLN,12,1.00,35631.250
70266M1,GLN,17,3.00,19826.496
70266M1,GLN,21,1.00,35631.250
70266M1,GLE,23,13.00,0.000
70266M1,GLN,23,1.00,49562.280
70266M1,GLE,27,1.00,0.000
70266M1,GLE,31,1.00,0.000
70266M1,GLE,32,2.00,0.000
7026B80,GMM,1,1.00,952.270
7026B80,GMR,1,123.00,277.017
7026B80,GLN,4,2.00,2767.235
7026B80,GLE,4,2.00,0.000
7026B80,GLE,5,10.00,175.731
7026B80,GLN,5,4.00,5452.920
7026B80,GLN,6,3.00,2314.980
7026B80,GLE,6,2.00,0.000
7026B80,GLN,8,3.00,2928.103
7026B80,GLN,9,10.00,2838.883
7026B80,GLE,10,2.00,2813.015
7026B80,GLN,10,7.00,3925.154
7026B80,GLE,12,1.00,0.000
7026B80,GLN,12,4.00,3811.000
7026B80,GLN,13,1.00,1190.570
7026B80,GLE,14,16.00,940.260
7026B80,GLN,14,10.00,2939.154
7026B80,GLN,15,9.00,2020.527
7026B80,GLN,16,7.00,3314.481
7026B80,GLN,17,2.00,2370.315
7026B80,GLE,18,1.00,2685.860
7026B80,GLN,18,4.00,2578.170
7026B80,GLE,19,3.00,1492.913
7026B80,GLN,19,3.00,2059.200
7026B80,GLN,20,3.00,2026.316
7026B80,GLE,21,1.00,0.000
7026B80,GLN,21,4.00,1913.782
7026B80,GLN,22,5.00,2089.020
7026B80,GLE,23,34.00,1177.269
7026B80,GLN,23,15.00,2079.250
7026B80,GLN,24,15.00,1381.277
7026B80,GLN,25,6.00,4462.726
7026B80,GLN,26,14.00,2294.665
7026B80,GLE,27,9.00,846.497
7026B80,GLN,27,21.00,3702.771
7026B80,GLE,28,6.00,1934.170
7026B80,GLN,28,3.00,3881.890
7026B80,GLE,29,4.00,995.435
7026B80,GLN,29,5.00,6457.290
7026B80,GLN,30,5.00,2726.940
7026B80,GLE,31,4.00,360.257
7026B80,GLN,31,17.00,1386.940
7026B80,GLE,32,9.00,286.297
7026B80,GLN,32,4.00,1970.950
7026D40,GLE,6,1.00,535.480
7026H50,GMM,1,3.00,2165.956
7026H50,GMR,1,36.00,89.032
7026H50,GLN,4,1.00,0.000
7026H50,GLE,5,4.00,1116.960
7026H50,GLE,6,2.00,2762.810
7026H50,GLE,7,2.00,2377.810
7026H50,GLE,8,7.00,911.622
7026H50,GLE,9,2.00,1324.270
7026H50,GLN,9,3.00,97.200
7026H50,GLE,10,1.00,0.000
7026H50,GLN,10,1.00,0.000
7026H50,GLN,11,1.00,0.000
7026H50,GLN,12,9.00,7.025
7026H50,GLE,13,4.00,2532.440
7026H50,GLE,14,1.00,2720.410
7026H50,GLN,14,2.00,0.000
7026H50,GLN,15,1.00,0.000
7026H50,GLE,16,1.00,950.860
7026H50,GLN,16,2.00,48.735
7026H50,GLE,18,2.00,702.235
7026H50,GLN,18,11.00,56.209
7026H50,GLN,19,2.00,0.000
7026H50,GLE,21,1.00,668.450
7026H50,GLN,21,1.00,0.000
7026H50,GLE,23,11.00,798.828
7026H50,GLN,23,6.00,0.000
7026H50,GLN,26,5.00,0.000
7026H50,GLE,27,13.00,0.000
7026H50,GLN,27,3.00,0.000
7026H50,GLN,28,2.00,0.000
7026H50,GLN,31,9.00,0.000
7026H50,GLE,32,1.00,0.000
7026H50,GLN,32,2.00,0.000
7026H70,GMM,1,2.00,1754.440
7026H70,GMR,1,50.00,297.592
7026H70,GLN,4,2.00,378.460
7026H70,GLE,5,3.00,105.733
7026H70,GLN,5,4.00,1522.850
7026H70,GLE,6,3.00,615.286
7026H70,GLN,6,1.00,3433.840
7026H70,GLE,7,2.00,3396.425
7026H70,GLE,8,1.00,5697.580
7026H70,GLN,8,10.00,5012.964
7026H70,GLN,9,2.00,20.595
7026H70,GLE,10,17.00,64.662
7026H70,GLN,10,8.00,2576.752
7026H70,GLE,11,2.00,0.000
7026H70,GLN,12,1.00,1623.480
7026H70,GLE,13,3.00,0.000
7026H70,GLE,14,16.00,576.772
7026H70,GLN,14,11.00,4734.051
7026H70,GLE,15,3.00,0.000
7026H70,GLE,16,1.00,2851.020
7026H70,GLN,16,1.00,13.360
7026H70,GLE,17,1.00,0.000
7026H70,GLN,17,4.00,1367.235
7026H70,GLE,18,8.00,0.000
7026H70,GLN,18,1.00,2904.230
7026H70,GLE,19,7.00,364.548
7026H70,GLE,21,3.00,0.000
7026H70,GLN,21,3.00,895.880
7026H70,GLE,22,3.00,2257.613
7026H70,GLE,23,23.00,1263.378
7026H70,GLN,23,23.00,1054.771
7026H70,GLE,24,3.00,0.000
7026H70,GLN,24,6.00,987.306
7026H70,GLE,25,1.00,0.000
7026H70,GLN,26,2.00,0.000
7026H70,GLE,27,16.00,36.096
7026H70,GLN,27,8.00,552.203
7026H70,GLN,29,1.00,341.880
7026H70,GLE,30,6.00,0.000
7026H70,GLE,31,7.00,1315.550
7026H70,GLN,31,6.00,19.383
7026H80,GMR,1,1.00,532.950
7026H80,GLN,4,3.00,5242.440
7026H80,GLE,4,2.00,7388.470
7026H80,GLE,5,5.00,2621.034
7026H80,GLN,5,12.00,4085.382
7026H80,GLE,6,3.00,0.000
7026H80,GLE,7,4.00,7006.822
7026H80,GLN,7,1.00,3023.370
7026H80,GLN,8,3.00,8023.346
7026H80,GLE,8,1.00,6444.810
7026H80,GLE,9,3.00,7057.106
7026H80,GLN,9,14.00,6553.617
7026H80,GLN,10,34.00,5966.229
7026H80,GLE,10,25.00,2943.656
7026H80,GLN,11,1.00,780.500
7026H80,GLN,12,1.00,5094.360
7026H80,GLE,12,1.00,6196.510
7026H80,GLN,13,4.00,6749.080
7026H80,GLN,14,33.00,7613.906
7026H80,GLE,14,3.00,4869.410
7026H80,GLE,15,4.00,2273.050
7026H80,GLN,15,3.00,227.950
7026H80,GLN,16,1.00,832.820
7026H80,GLE,16,6.00,3365.886
7026H80,GLE,18,5.00,3915.978
7026H80,GLN,18,23.00,1811.520
7026H80,GLE,19,3.00,2540.553
7026H80,GLE,20,6.00,3555.938
7026H80,GLN,20,2.00,5186.300
7026H80,GLN,21,1.00,1732.190
7026H80,GLN,22,2.00,7440.695
7026H80,GLE,22,7.00,2620.275
7026H80,GLE,23,24.00,2417.675
7026H80,GLN,23,53.00,4508.118
7026H80,GLN,24,2.00,6600.905
7026H80,GLE,24,4.00,2493.337
7026H80,GLE,25,9.00,2858.214
7026H80,GLN,25,5.00,3797.932
7026H80,GLE,26,3.00,2093.936
7026H80,GLN,26,6.00,4321.880
7026H80,GLE,27,29.00,1680.171
7026H80,GLN,27,21.00,4771.193
7026H80,GLE,29,2.00,3619.310
7026H80,GLN,29,4.00,4902.435
7026H80,GLE,31,12.00,3222.227
7026H80,GLN,31,25.00,5651.672
7026H80,GLN,32,1.00,5926.850
7026H80,GLE,32,2.00,1779.225
7026M80,GMM,1,3.00,10877.610
7026M80,GMR,1,41.00,237.467
7026M80,GLE,5,2.00,0.000
7026M80,GLN,5,3.00,18417.340
7026M80,GLE,6,1.00,0.000
7026M80,GLE,7,4.00,16655.395
7026M80,GLN,7,1.00,8472.560
7026M80,GLN,8,1.00,13272.530
7026M80,GLN,9,1.00,19320.280
7026M80,GLE,10,19.00,8872.609
7026M80,GLN,10,7.00,22094.367
7026M80,GLE,11,1.00,0.000
7026M80,GLN,11,4.00,10685.045
7026M80,GLE,13,2.00,9021.315
7026M80,GLE,14,2.00,20540.700
7026M80,GLN,14,20.00,13384.173
7026M80,GLE,18,6.00,1689.548
7026M80,GLN,18,19.00,15670.127
7026M80,GLE,19,2.00,11610.265
7026M80,GLN,19,3.00,7021.876
7026M80,GLE,20,3.00,15264.120
7026M80,GLN,20,2.00,6608.385
7026M80,GLN,21,1.00,11725.500
7026M80,GLN,22,3.00,11758.716
7026M80,GLE,23,22.00,6763.019
7026M80,GLN,23,15.00,7522.055
7026M80,GLE,24,3.00,4802.933
7026M80,GLE,25,1.00,9168.010
7026M80,GLE,26,3.00,6816.320
7026M80,GLN,26,1.00,14188.780
7026M80,GLE,27,6.00,9444.788
7026M80,GLN,27,14.00,11880.085
7026M80,GLE,28,2.00,9372.185
7026M80,GLN,28,2.00,15341.940
7026M80,GLN,29,1.00,18009.640
7026M80,GLN,30,1.00,12600.000
7026M80,GLN,31,6.00,14074.090
7026M80,GLN,32,1.00,284.470
70286C1,GMM,1,1.00,1543.320
70286C1,GLE,14,1.00,244.680
70286C1,GLN,16,1.00,1190.820
70286C1,GLN,17,1.00,1190.820
70286C1,GLE,18,5.00,414.540
70286C1,GLN,20,1.00,1479.590
70286C1,GLN,21,2.00,935.030
70286C1,GLN,22,3.00,1156.553
70286C1,GLE,23,15.00,925.921
70286C1,GLN,23,2.00,743.010
70286C1,GLN,24,1.00,2311.980
70286C1,GLN,25,4.00,1504.017
70286C1,GLE,27,10.00,652.397
70286C1,GLN,28,19.00,1234.251
70286C1,GLN,29,1.00,1992.140
70286C1,GLN,30,1.00,397.380
70286C1,GLE,31,6.00,2186.940
70286C1,GLN,31,10.00,1453.182
70286C1,GLN,32,1.00,2296.680
70286C4,GLE,23,26.00,0.000
70286E1,GMM,1,1.00,119.490
70286E1,GMR,1,9.00,2750.325
70286E1,GLE,10,1.00,212.730
70286E1,GLN,15,2.00,2222.865
70286E1,GLN,16,2.00,1204.000
70286E1,GLE,18,3.00,77.030
70286E1,GLE,21,1.00,0.000
70286E1,GLN,22,1.00,1473.310
70286E1,GLE,23,10.00,844.414
70286E1,GLN,23,34.00,792.114
70286E1,GLN,25,1.00,731.800
70286E1,GLN,26,7.00,945.780
70286E1,GLE,27,7.00,1352.737
70286E1,GLN,27,3.00,1433.073
70286E1,GLN,28,3.00,1602.060
70286E1,GLN,29,1.00,1115.910
70286E1,GLN,30,3.00,1014.723
70286E1,GLE,31,5.00,1134.614
70286E1,GLN,32,1.00,712.790
70286E4,GMR,1,1.00,4569.600
70286E4,GLN,23,25.00,576.900
70286E4,GLE,27,3.00,0.000
70303AT,GLE,10,1.00,0.000
70303AT,GLE,21,1.00,160.700
70386M2,GMM,1,3.00,7231.533
70386M2,GMR,1,1.00,529.980
70386M2,GLE,23,1.00,10000.000
704061D,GMM,1,2.00,3655.485
704061D,GMP,1,13.00,6834.130
704061D,GLN,10,2.00,0.000
704061D,GLE,23,5.00,0.002
704061D,GLE,25,3.00,0.000
704061D,GLN,27,1.00,6043.410
704061D,GLN,30,7.00,6166.540
704061D,GLE,31,1.00,0.000
704061D,GLN,31,5.00,6042.642
704061D,GLN,32,1.00,2819.420
704061R,GMM,1,1.00,0.000
704061R,GMP,1,12.00,4193.064
704061R,GLN,10,1.00,0.000
704061R,GLE,23,2.00,0.000
704061R,GLE,25,2.00,0.000
704061R,GLN,27,1.00,4688.150
704061R,GLN,30,2.00,6011.285
704061R,GLE,31,1.00,0.000
704061R,GLN,31,5.00,4688.150
704061R,GLN,32,1.00,1908.470
7040671,GMM,1,1.00,15511.560
7040671,GMP,1,6.00,6262.168
7040671,GLE,23,7.00,11507.891
7040681,GMM,1,2.00,98849.325
7040681,GMP,1,4.00,105076.540
7040681,GLN,10,1.00,0.000
7040681,GLE,22,1.00,0.000
7040681,GLE,23,4.00,975.000
7040681,GLE,25,2.00,0.000
7040681,GLE,27,4.00,0.000
7040681,GLN,27,1.00,76767.420
7040681,GLN,30,2.00,171554.145
7040681,GLE,31,1.00,0.000
7040681,GLN,31,5.00,143049.492
7040681,GLN,32,1.00,24562.450
7040FEA,GMP,1,1.00,0.000
7043000,GMM,1,1.00,92.000
7043140,GMM,1,4.00,726.995
7043140,GMR,1,10.00,0.380
7043140,GLE,4,1.00,0.000
7043140,GLE,5,5.00,103.768
7043140,GLN,5,15.00,0.000
7043140,GLE,7,2.00,310.440
7043140,GLN,7,2.00,0.000
7043140,GLE,9,4.00,543.175
7043140,GLN,9,5.00,0.000
7043140,GLE,10,52.00,694.394
7043140,GLN,10,2.00,0.000
7043140,GLE,11,23.00,697.960
7043140,GLE,12,19.00,929.182
7043140,GLN,12,1.00,0.000
7043140,GLE,13,4.00,229.142
7043140,GLE,14,29.00,488.006
7043140,GLN,14,3.00,0.000
7043140,GLE,15,15.00,829.028
7043140,GLE,16,30.00,560.845
7043140,GLN,16,1.00,0.000
7043140,GLE,17,54.00,735.044
7043140,GLE,18,26.00,700.788
7043140,GLN,18,2.00,0.000
7043140,GLE,19,5.00,243.492
7043140,GLE,20,9.00,676.004
7043140,GLE,21,5.00,407.808
7043140,GLE,22,10.00,594.944
7043140,GLE,23,45.00,594.408
7043140,GLN,23,9.00,0.224
7043140,GLE,24,43.00,626.125
7043140,GLE,25,9.00,503.135
7043140,GLN,25,7.00,0.000
7043140,GLE,26,7.00,737.022
7043140,GLN,26,1.00,0.000
7043140,GLE,27,53.00,527.990
7043140,GLN,27,1.00,0.000
7043140,GLE,28,6.00,463.761
7043140,GLE,29,11.00,450.545
7043140,GLE,30,12.00,205.782
7043140,GLN,30,1.00,0.000
7043140,GLE,31,32.00,362.024
7043140,GLN,31,2.00,0.880
7043140,GLE,32,22.00,568.285
7043150,GMM,1,107.00,241.784
7043150,GMR,1,1050.00,5.155
7043150,GLE,4,9.00,0.000
7043150,GLE,5,49.00,237.050
7043150,GLN,5,251.00,8.393
7043150,GLE,6,33.00,6.273
7043150,GLE,7,9.00,142.393
7043150,GLN,7,2.00,0.000
7043150,GLE,8,9.00,38.092
7043150,GLE,9,6.00,0.000
7043150,GLN,9,1.00,0.000
7043150,GLN,10,285.00,0.000
7043150,GLE,10,32.00,129.632
7043150,GLE,11,18.00,40.267
7043150,GLN,11,1.00,0.000
7043150,GLN,12,8.00,0.000
7043150,GLE,12,2.00,0.000
7043150,GLE,13,5.00,89.660
7043150,GLN,13,2.00,0.000
7043150,GLN,14,48.00,0.000
7043150,GLE,14,29.00,8.128
7043150,GLE,15,5.00,0.000
7043150,GLN,15,2.00,0.000
7043150,GLN,16,22.00,0.000
7043150,GLE,16,9.00,0.000
7043150,GLE,17,32.00,306.735
7043150,GLN,17,4.00,0.000
7043150,GLN,18,2.00,0.000
7043150,GLE,18,21.00,17.628
7043150,GLE,19,24.00,55.758
7043150,GLN,19,1.00,0.000
7043150,GLN,20,2.00,0.000
7043150,GLE,20,9.00,12.295
7043150,GLE,21,16.00,10.458
7043150,GLE,22,14.00,31.665
7043150,GLE,23,118.00,109.152
7043150,GLN,24,1.00,0.000
7043150,GLE,24,12.00,2.503
7043150,GLN,25,4.00,0.000
7043150,GLE,25,17.00,192.101
7043150,GLN,26,2.00,0.000
7043150,GLE,26,13.00,55.909
7043150,GLN,27,3.00,0.000
7043150,GLE,27,134.00,44.086
7043150,GLE,28,11.00,202.929
7043150,GLN,29,21.00,0.000
7043150,GLE,29,1.00,0.000
7043150,GLN,30,2.00,0.000
7043150,GLE,30,5.00,168.248
7043150,GLN,31,4.00,0.000
7043150,GLE,31,51.00,56.901
7043150,GLE,32,9.00,156.394
7043170,GLE,18,16.00,0.000
7043240,GMM,1,1.00,394.450
7043240,GMR,1,40.00,59.748
7043240,GLE,9,2.00,365.395
7043240,GLE,10,1.00,3694.290
7043240,GLE,14,1.00,0.000
7043240,GLN,14,1.00,0.000
7043240,GLE,17,1.00,1151.500
7043240,GLE,21,1.00,0.000
7043240,GLE,22,1.00,742.110
7043240,GLE,23,1.00,0.000
7043240,GLN,26,1.00,0.000
7043240,GLE,27,1.00,0.000
7043240,GLE,29,3.00,609.956
