"mtm","part","srcLoc","period","attachRate"
2105800,0000034L3272,GLE,31,+00000000000000000000000000010.40
2105800,0000034L7608,GLN,31,+00000000000000000000000000010.00
2105800,0000034L7608,GLE,31,+00000000000000000000000000010.40
2105800,0000034L8800,GLN,31,+00000000000000000000000000001.60
2105800,0000034L8801,GLN,31,+00000000000000000000000000000.40
2105800,0000034L8801,GLE,31,+00000000000000000000000000002.00
2105800,0000064P7762,GLE,31,+00000000000000000000000000008.00
2105800,0000064P7762,GLN,31,+00000000000000000000000000008.00
2105800,00000RACKMFI,GLE,31,+00000000000000000000000000001.00
2105800,00000RACKMFI,GLN,31,+00000000000000000000000000001.00
2105800,00HA_BAY_ASM,GLE,31,+00000000000000000000000000004.00
2105800,00HA_BAY_ASM,GLN,31,+00000000000000000000000000004.00
2105800,0000004N2964,GLE,32,+00000000000000000000000000002.00
2105800,0000004N2964,GLN,32,+00000000000000000000000000002.00
2105800,0000009L0162,GLE,32,+00000000000000000000000000004.00
2105800,0000009L0162,GLN,32,+00000000000000000000000000012.00
2105800,0000009L0261,GLE,32,+00000000000000000000000000001.00
2105800,0000009L0261,GLN,32,+00000000000000000000000000001.00
2105800,0000009L2430,GLE,32,+00000000000000000000000000001.00
2105800,0000009L2430,GLN,32,+00000000000000000000000000001.00
2105800,0000009L2511,GLE,32,+00000000000000000000000000001.00
2105800,0000009L2511,GLN,32,+00000000000000000000000000001.00
2105800,0000009P4428,GLE,32,+00000000000000000000000000004.00
2105800,0000009P4428,GLN,32,+00000000000000000000000000004.00
2105800,0000017P6699,GLE,32,+00000000000000000000000000004.00
2105800,0000018P2474,GLN,32,+00000000000000000000000000032.00
2105800,0000018P2572,GLE,32,+00000000000000000000000000002.00
2105800,0000018P2572,GLN,32,+00000000000000000000000000002.00
2105800,0000018P2574,GLN,32,+00000000000000000000000000001.00
2105800,0000018P2584,GLE,32,+00000000000000000000000000002.00
2105800,0000018P2584,GLN,32,+00000000000000000000000000002.00
2105800,0000018P2588,GLE,32,+00000000000000000000000000002.00
2105800,0000018P2588,GLN,32,+00000000000000000000000000002.00
2105800,0000018P2598,GLE,32,+00000000000000000000000000001.00
2105800,0000018P2598,GLN,32,+00000000000000000000000000001.00
2105800,0000018P2906,GLE,32,+00000000000000000000000000002.00
2105800,0000018P2906,GLN,32,+00000000000000000000000000002.00
2105800,0000018P3098,GLN,32,+00000000000000000000000000001.00
2105800,0000018P3395,GLE,32,+00000000000000000000000000001.00
2105800,0000018P3636,GLE,32,+00000000000000000000000000002.00
2105800,0000018P3636,GLN,32,+00000000000000000000000000002.00
2105800,0000018P3648,GLE,32,+00000000000000000000000000004.00
2105800,0000018P3648,GLN,32,+00000000000000000000000000004.00
2105800,0000018P3686,GLE,32,+00000000000000000000000000002.00
2105800,0000018P3686,GLN,32,+00000000000000000000000000002.00
2105800,0000018P4482,GLE,32,+00000000000000000000000000004.00
2105800,0000018P4482,GLN,32,+00000000000000000000000000004.00
2105800,0000018P4483,GLE,32,+00000000000000000000000000004.00
2105800,0000018P4483,GLN,32,+00000000000000000000000000004.00
2105800,0000018P4485,GLE,32,+00000000000000000000000000004.00
2105800,0000018P4485,GLN,32,+00000000000000000000000000004.00
2105800,0000018P4504,GLE,32,+00000000000000000000000000002.00
2105800,0000018P4506,GLN,32,+00000000000000000000000000009.00
2105800,0000018P4619,GLE,32,+00000000000000000000000000016.00
2105800,0000018P4753,GLE,32,+00000000000000000000000000002.00
2105800,0000018P4755,GLN,32,+00000000000000000000000000001.00
2105800,0000018P4759,GLN,32,+00000000000000000000000000001.00
2105800,0000018P5441,GLN,32,+00000000000000000000000000064.00
2105800,0000018P5442,GLE,32,+00000000000000000000000000016.00
2105800,0000018P5849,GLN,32,+00000000000000000000000000001.00
2105800,0000018P5849,GLE,32,+00000000000000000000000000002.00
2105800,0000018P7528,GLN,32,+00000000000000000000000000002.00
2105800,0000019P1304,GLN,32,+00000000000000000000000000002.00
2105800,0000019P1305,GLE,32,+00000000000000000000000000002.00
2105800,0000019P5932,GLE,32,+00000000000000000000000000002.00
2105800,0000019P6060,GLE,32,+00000000000000000000000000002.00
2105800,0000019P6060,GLN,32,+00000000000000000000000000002.00
2105800,0000019P6068,GLN,32,+00000000000000000000000000007.50
2105800,0000019P6068,GLE,32,+00000000000000000000000000008.00
2105800,0000019P6076,GLE,32,+00000000000000000000000000004.00
2105800,0000019P6076,GLN,32,+00000000000000000000000000004.00
2105800,0000023L8127,GLN,32,+00000000000000000000000000001.00
2105800,0000023L8127,GLE,32,+00000000000000000000000000002.00
2105800,0000034L3272,GLE,32,+00000000000000000000000000004.00
2105800,0000034L3272,GLN,32,+00000000000000000000000000012.00
2105800,0000034L7608,GLE,32,+00000000000000000000000000004.00
2105800,0000034L7608,GLN,32,+00000000000000000000000000012.00
2105800,0000034L8800,GLN,32,+00000000000000000000000000002.00
2105800,0000034L8801,GLE,32,+00000000000000000000000000002.00
2105800,0000059H7318,GLE,32,+00000000000000000000000000001.00
2105800,0000064P7756,GLN,32,+00000000000000000000000000002.00
2105800,0000064P7762,GLN,32,+00000000000000000000000000006.00
2105800,0000064P7762,GLE,32,+00000000000000000000000000008.00
2105800,00000RACKMFI,GLE,32,+00000000000000000000000000001.00
2105800,00000RACKMFI,GLN,32,+00000000000000000000000000001.00
2105800,00HA_BAY_ASM,GLE,32,+00000000000000000000000000004.00
2105800,00HA_BAY_ASM,GLN,32,+00000000000000000000000000004.00
2105E20,0000009L5182,GLE,3,+00000000000000000000000000002.00
2105E20,0000021H8979,GLE,3,+00000000000000000000000000012.00
2105E20,0000034L3320,GLE,3,+00000000000000000000000000008.00
2105E20,0000009L5182,GLE,5,+00000000000000000000000000002.00
2105E20,0000034L3320,GLE,5,+00000000000000000000000000004.00
2105E20,0000009L5182,GLE,16,+00000000000000000000000000002.00
2105E20,0000021H8979,GLE,16,+00000000000000000000000000012.00
2105E20,0000034L3280,GLE,16,+00000000000000000000000000004.00
2105E20,0000034L3320,GLE,16,+00000000000000000000000000004.00
2105E20,0000009L5182,GLE,20,+00000000000000000000000000002.00
2105E20,0000021H8979,GLE,20,+00000000000000000000000000012.00
2105E20,0000034L3280,GLE,20,+00000000000000000000000000004.00
2105E20,0000009L5182,GLE,28,+00000000000000000000000000002.00
2105E20,0000034L3280,GLE,28,+00000000000000000000000000004.00
2105E20,0000034L3320,GLE,28,+00000000000000000000000000008.00
2105E20,0000009L5182,GLE,32,+00000000000000000000000000002.00
2105E20,0000034L3280,GLE,32,+00000000000000000000000000005.00
2105E20,0000034L3320,GLE,32,+00000000000000000000000000006.00
2105F20,0000000P1901,GLN,2,+00000000000000000000000000002.00
2105F20,0000002K3488,GLE,2,+00000000000000000000000000002.00
2105F20,0000002K3488,GLN,2,+00000000000000000000000000002.00
2105F20,0000004N2964,GLE,2,+00000000000000000000000000002.00
2105F20,0000004N2964,GLN,2,+00000000000000000000000000002.00
2105F20,0000007N3721,GLE,2,+00000000000000000000000000002.00
2105F20,0000007N3721,GLN,2,+00000000000000000000000000002.00
2105F20,0000009L0162,GLE,2,+00000000000000000000000000006.00
2105F20,0000009L0162,GLN,2,+00000000000000000000000000016.00
2105F20,0000009L0250,GLE,2,+00000000000000000000000000001.00
2105F20,0000009L0250,GLN,2,+00000000000000000000000000001.00
2105F20,0000009L0261,GLE,2,+00000000000000000000000000001.00
2105F20,0000009L0261,GLN,2,+00000000000000000000000000001.00
2105F20,0000009L2430,GLE,2,+00000000000000000000000000001.00
2105F20,0000009L2430,GLN,2,+00000000000000000000000000001.00
2105F20,0000009L2457,GLE,2,+00000000000000000000000000002.00
2105F20,0000009L2457,GLN,2,+00000000000000000000000000002.00
2105F20,0000009L2511,GLE,2,+00000000000000000000000000001.00
2105F20,0000009L2511,GLN,2,+00000000000000000000000000001.00
2105F20,0000009L5143,GLE,2,+00000000000000000000000000004.00
2105F20,0000009L5143,GLN,2,+00000000000000000000000000004.00
2105F20,0000009L5182,GLE,2,+00000000000000000000000000002.00
2105F20,0000009L5182,GLN,2,+00000000000000000000000000002.00
2105F20,0000009P1865,GLE,2,+00000000000000000000000000002.00
2105F20,0000009P1926,GLN,2,+00000000000000000000000000004.00
2105F20,0000009P2533,GLE,2,+00000000000000000000000000004.00
2105F20,0000018P0284,GLN,2,+00000000000000000000000000002.00
2105F20,0000018P0864,GLN,2,+00000000000000000000000000004.00
2105F20,0000018P1470,GLN,2,+00000000000000000000000000016.00
2105F20,0000018P1761,GLE,2,+00000000000000000000000000002.00
2105F20,0000018P2197,GLE,2,+00000000000000000000000000048.00
2105F20,0000018P2199,GLN,2,+00000000000000000000000000128.00
2105F20,0000018P2471,GLE,2,+00000000000000000000000000002.00
2105F20,0000018P2556,GLE,2,+00000000000000000000000000003.00
2105F20,0000018P3395,GLE,2,+00000000000000000000000000001.00
2105F20,0000018P3602,GLE,2,+00000000000000000000000000002.00
2105F20,0000018P3603,GLE,2,+00000000000000000000000000002.00
2105F20,0000018P3604,GLE,2,+00000000000000000000000000002.00
2105F20,0000018P3605,GLE,2,+00000000000000000000000000002.00
2105F20,0000019P2762,GLE,2,+00000000000000000000000000004.00
2105F20,0000019P2762,GLN,2,+00000000000000000000000000004.00
2105F20,0000034L3272,GLE,2,+00000000000000000000000000006.00
2105F20,0000034L3272,GLN,2,+00000000000000000000000000016.00
2105F20,0000034L3534,GLN,2,+00000000000000000000000000002.00
2105F20,0000034L3536,GLN,2,+00000000000000000000000000002.00
2105F20,0000034L3584,GLE,2,+00000000000000000000000000002.00
2105F20,0000034L3584,GLN,2,+00000000000000000000000000002.00
2105F20,0000034L5518,GLN,2,+00000000000000000000000000002.00
2105F20,0000034L6728,GLN,2,+00000000000000000000000000002.00
2105F20,0000034L7608,GLE,2,+00000000000000000000000000006.00
2105F20,0000034L7608,GLN,2,+00000000000000000000000000016.00
2105F20,0000034L8800,GLN,2,+00000000000000000000000000002.00
2105F20,0000034L8801,GLE,2,+00000000000000000000000000002.00
2105F20,0000035L1796,GLE,2,+00000000000000000000000000004.00
2105F20,0000035L1796,GLN,2,+00000000000000000000000000004.00
2105F20,00000RACKMFI,GLE,2,+00000000000000000000000000001.00
2105F20,00000RACKMFI,GLN,2,+00000000000000000000000000001.00
2105F20,00HA_BAY_ASM,GLE,2,+00000000000000000000000000004.00
2105F20,00HA_BAY_ASM,GLN,2,+00000000000000000000000000004.00
2105F20,00000000WWID,GLN,3,+00000000000000000000000000000.06
2105F20,0000000P1901,GLE,3,+00000000000000000000000000000.93
2105F20,0000000P1901,GLN,3,+00000000000000000000000000001.54
2105F20,0000002K3421,GLN,3,+00000000000000000000000000000.30
2105F20,0000002K3488,GLN,3,+00000000000000000000000000001.69
2105F20,0000002K3488,GLE,3,+00000000000000000000000000002.00
2105F20,0000003N3370,GLN,3,+00000000000000000000000000000.03
2105F20,0000003N3676,GLN,3,+00000000000000000000000000000.24
2105F20,0000003N3933,GLE,3,+00000000000000000000000000001.26
2105F20,0000003N3933,GLN,3,+00000000000000000000000000002.30
2105F20,0000003N4372,GLN,3,+00000000000000000000000000000.06
2105F20,0000003N4372,GLE,3,+00000000000000000000000000000.93
2105F20,0000004N2964,GLE,3,+00000000000000000000000000000.80
2105F20,0000004N2964,GLN,3,+00000000000000000000000000001.09
2105F20,0000007N3721,GLE,3,+00000000000000000000000000000.80
2105F20,0000007N3721,GLN,3,+00000000000000000000000000001.09
2105F20,0000008L0439,GLN,3,+00000000000000000000000000000.06
2105F20,0000008L1010,GLN,3,+00000000000000000000000000000.60
2105F20,0000009L0162,GLN,3,+00000000000000000000000000009.45
2105F20,0000009L0162,GLE,3,+00000000000000000000000000012.40
2105F20,0000009L0250,GLE,3,+00000000000000000000000000001.00
2105F20,0000009L0250,GLN,3,+00000000000000000000000000001.00
2105F20,0000009L0261,GLE,3,+00000000000000000000000000000.93
2105F20,0000009L0261,GLN,3,+00000000000000000000000000001.00
2105F20,0000009L2417,GLE,3,+00000000000000000000000000000.80
2105F20,0000009L2417,GLN,3,+00000000000000000000000000001.15
2105F20,0000009L2430,GLE,3,+00000000000000000000000000001.00
2105F20,0000009L2430,GLN,3,+00000000000000000000000000001.00
2105F20,0000009L2457,GLE,3,+00000000000000000000000000002.00
2105F20,0000009L2457,GLN,3,+00000000000000000000000000002.00
2105F20,0000009L2511,GLE,3,+00000000000000000000000000000.93
2105F20,0000009L2511,GLN,3,+00000000000000000000000000001.00
2105F20,0000009L2571,GLN,3,+00000000000000000000000000000.30
2105F20,0000009L5143,GLN,3,+00000000000000000000000000003.84
2105F20,0000009L5143,GLE,3,+00000000000000000000000000004.00
2105F20,0000009L5182,GLE,3,+00000000000000000000000000002.00
2105F20,0000009L5182,GLN,3,+00000000000000000000000000002.00
2105F20,0000009P1865,GLN,3,+00000000000000000000000000000.09
2105F20,0000009P1865,GLE,3,+00000000000000000000000000000.13
2105F20,0000009P1926,GLN,3,+00000000000000000000000000000.18
2105F20,0000009P1926,GLE,3,+00000000000000000000000000000.53
2105F20,0000009P2473,GLE,3,+00000000000000000000000000000.13
2105F20,0000009P2533,GLE,3,+00000000000000000000000000000.20
2105F20,0000009P2533,GLN,3,+00000000000000000000000000000.78
2105F20,0000018P0284,GLE,3,+00000000000000000000000000000.93
2105F20,0000018P0284,GLN,3,+00000000000000000000000000001.15
2105F20,0000018P0864,GLN,3,+00000000000000000000000000000.18
2105F20,0000018P0864,GLE,3,+00000000000000000000000000000.26
2105F20,0000018P0880,GLE,3,+00000000000000000000000000000.13
2105F20,0000018P1452,GLN,3,+00000000000000000000000000000.12
2105F20,0000018P1455,GLN,3,+00000000000000000000000000000.12
2105F20,0000018P1470,GLE,3,+00000000000000000000000000001.20
2105F20,0000018P1470,GLN,3,+00000000000000000000000000001.75
2105F20,0000018P1761,GLN,3,+00000000000000000000000000000.24
2105F20,0000018P1762,GLN,3,+00000000000000000000000000000.12
2105F20,0000018P1763,GLE,3,+00000000000000000000000000000.26
2105F20,0000018P1763,GLN,3,+00000000000000000000000000000.30
2105F20,0000018P2199,GLE,3,+00000000000000000000000000020.26
2105F20,0000018P2199,GLN,3,+00000000000000000000000000026.66
2105F20,0000018P2471,GLN,3,+00000000000000000000000000000.30
2105F20,0000018P2556,GLN,3,+00000000000000000000000000000.27
2105F20,0000018P2556,GLE,3,+00000000000000000000000000000.53
2105F20,0000018P3275,GLN,3,+00000000000000000000000000004.84
2105F20,0000018P3602,GLE,3,+00000000000000000000000000000.13
2105F20,0000018P3602,GLN,3,+00000000000000000000000000000.48
2105F20,0000018P3603,GLE,3,+00000000000000000000000000000.13
2105F20,0000018P3603,GLN,3,+00000000000000000000000000000.42
2105F20,0000018P3604,GLE,3,+00000000000000000000000000000.13
2105F20,0000018P3604,GLN,3,+00000000000000000000000000000.36
2105F20,0000018P3605,GLE,3,+00000000000000000000000000000.13
2105F20,0000018P3605,GLN,3,+00000000000000000000000000000.36
2105F20,0000018P4619,GLN,3,+00000000000000000000000000004.84
2105F20,0000018P4619,GLE,3,+00000000000000000000000000006.40
2105F20,0000018P4988,GLN,3,+00000000000000000000000000000.60
2105F20,0000019P2762,GLE,3,+00000000000000000000000000001.06
2105F20,0000019P2762,GLN,3,+00000000000000000000000000001.54
2105F20,0000021H8979,GLN,3,+00000000000000000000000000000.36
2105F20,0000025L1861,GLN,3,+00000000000000000000000000000.90
2105F20,0000025L1861,GLE,3,+00000000000000000000000000001.20
2105F20,0000034L1778,GLN,3,+00000000000000000000000000000.36
2105F20,0000034L1778,GLE,3,+00000000000000000000000000000.46
2105F20,0000034L2729,GLE,3,+00000000000000000000000000000.93
2105F20,0000034L2729,GLN,3,+00000000000000000000000000001.36
2105F20,0000034L3272,GLN,3,+00000000000000000000000000009.27
2105F20,0000034L3272,GLE,3,+00000000000000000000000000012.40
2105F20,0000034L3280,GLE,3,+00000000000000000000000000001.06
2105F20,0000034L3280,GLN,3,+00000000000000000000000000001.48
2105F20,0000034L3320,GLN,3,+00000000000000000000000000001.63
2105F20,0000034L3320,GLE,3,+00000000000000000000000000007.20
2105F20,0000034L3534,GLN,3,+00000000000000000000000000001.63
2105F20,0000034L3534,GLE,3,+00000000000000000000000000001.80
2105F20,0000034L3536,GLN,3,+00000000000000000000000000001.63
2105F20,0000034L3536,GLE,3,+00000000000000000000000000001.86
2105F20,0000034L3584,GLE,3,+00000000000000000000000000002.00
2105F20,0000034L3584,GLN,3,+00000000000000000000000000002.00
2105F20,0000034L3781,GLN,3,+00000000000000000000000000001.27
2105F20,0000034L3781,GLE,3,+00000000000000000000000000002.80
2105F20,0000034L5389,GLE,3,+00000000000000000000000000001.00
2105F20,0000034L5389,GLN,3,+00000000000000000000000000001.69
2105F20,0000034L5511,GLN,3,+00000000000000000000000000000.06
2105F20,0000034L5513,GLN,3,+00000000000000000000000000000.06
2105F20,0000034L5513,GLE,3,+00000000000000000000000000000.13
2105F20,0000034L5518,GLN,3,+00000000000000000000000000000.06
2105F20,0000034L5518,GLE,3,+00000000000000000000000000001.06
2105F20,0000034L6459,GLN,3,+00000000000000000000000000001.00
2105F20,0000034L6460,GLN,3,+00000000000000000000000000003.87
2105F20,0000034L6460,GLE,3,+00000000000000000000000000041.86
2105F20,0000034L6471,GLN,3,+00000000000000000000000000003.87
2105F20,0000034L6471,GLE,3,+00000000000000000000000000004.26
2105F20,0000034L6475,GLE,3,+00000000000000000000000000008.53
2105F20,0000034L6475,GLN,3,+00000000000000000000000000008.72
2105F20,0000034L6479,GLN,3,+00000000000000000000000000000.96
2105F20,0000034L6479,GLE,3,+00000000000000000000000000008.53
2105F20,0000034L6481,GLN,3,+00000000000000000000000000003.39
2105F20,0000034L6722,GLN,3,+00000000000000000000000000000.03
2105F20,0000034L6728,GLN,3,+00000000000000000000000000001.57
2105F20,0000034L6728,GLE,3,+00000000000000000000000000001.86
2105F20,0000034L7017,GLN,3,+00000000000000000000000000000.12
2105F20,0000034L7132,GLN,3,+00000000000000000000000000000.30
2105F20,0000034L7608,GLN,3,+00000000000000000000000000009.27
2105F20,0000034L7608,GLE,3,+00000000000000000000000000012.13
2105F20,0000034L7614,GLN,3,+00000000000000000000000000000.24
2105F20,0000034L7796,GLN,3,+00000000000000000000000000000.12
2105F20,0000034L8056,GLN,3,+00000000000000000000000000000.15
2105F20,0000034L8056,GLE,3,+00000000000000000000000000000.53
2105F20,0000034L8102,GLN,3,+00000000000000000000000000000.42
2105F20,0000034L8102,GLE,3,+00000000000000000000000000001.06
2105F20,0000034L8485,GLE,3,+00000000000000000000000000008.33
2105F20,0000034L8485,GLN,3,+00000000000000000000000000017.33
2105F20,0000034L8598,GLN,3,+00000000000000000000000000000.06
2105F20,0000034L8598,GLE,3,+00000000000000000000000000000.93
2105F20,0000034L8800,GLN,3,+00000000000000000000000000001.45
2105F20,0000034L8801,GLE,3,+00000000000000000000000000000.93
2105F20,0000034L9004,GLN,3,+00000000000000000000000000000.18
2105F20,0000034L9627,GLE,3,+00000000000000000000000000000.80
2105F20,0000034L9627,GLN,3,+00000000000000000000000000001.81
2105F20,0000035L1796,GLE,3,+00000000000000000000000000002.13
2105F20,0000035L1796,GLN,3,+00000000000000000000000000002.87
2105F20,0000041L6351,GLN,3,+00000000000000000000000000000.27
2105F20,0000059H7492,GLN,3,+00000000000000000000000000001.06
2105F20,0000059H7492,GLE,3,+00000000000000000000000000002.00
2105F20,0000093H7021,GLN,3,+00000000000000000000000000000.60
2105F20,0000097H7795,GLN,3,+00000000000000000000000000000.90
2105F20,0000097H7795,GLE,3,+00000000000000000000000000001.20
2105F20,00000RACKMFI,GLE,3,+00000000000000000000000000001.00
2105F20,00000RACKMFI,GLN,3,+00000000000000000000000000001.00
2105F20,0000HOST_BAY,GLE,3,+00000000000000000000000000000.26
2105F20,00HA_BAY_ASM,GLE,3,+00000000000000000000000000003.73
2105F20,00HA_BAY_ASM,GLN,3,+00000000000000000000000000004.00
2105F20,0000000P1901,GLN,4,+00000000000000000000000000001.66
2105F20,0000000P1901,GLE,4,+00000000000000000000000000002.00
2105F20,0000002K3488,GLN,4,+00000000000000000000000000001.66
2105F20,0000002K3488,GLE,4,+00000000000000000000000000002.00
2105F20,0000003N3933,GLN,4,+00000000000000000000000000002.66
2105F20,0000003N3933,GLE,4,+00000000000000000000000000004.00
2105F20,0000004N2964,GLN,4,+00000000000000000000000000000.66
2105F20,0000004N2964,GLE,4,+00000000000000000000000000002.00
2105F20,0000007N3721,GLN,4,+00000000000000000000000000000.66
2105F20,0000007N3721,GLE,4,+00000000000000000000000000002.00
2105F20,0000009L0162,GLN,4,+00000000000000000000000000006.50
2105F20,0000009L0162,GLE,4,+00000000000000000000000000014.00
2105F20,0000009L0250,GLE,4,+00000000000000000000000000001.00
2105F20,0000009L0250,GLN,4,+00000000000000000000000000001.00
2105F20,0000009L0261,GLE,4,+00000000000000000000000000001.00
2105F20,0000009L0261,GLN,4,+00000000000000000000000000001.00
2105F20,0000009L2417,GLN,4,+00000000000000000000000000001.66
2105F20,0000009L2430,GLE,4,+00000000000000000000000000001.00
2105F20,0000009L2430,GLN,4,+00000000000000000000000000001.00
2105F20,0000009L2457,GLN,4,+00000000000000000000000000001.66
2105F20,0000009L2457,GLE,4,+00000000000000000000000000002.00
2105F20,0000009L2511,GLE,4,+00000000000000000000000000001.00
2105F20,0000009L2511,GLN,4,+00000000000000000000000000001.00
2105F20,0000009L5143,GLN,4,+00000000000000000000000000003.33
2105F20,0000009L5143,GLE,4,+00000000000000000000000000004.00
2105F20,0000009L5182,GLE,4,+00000000000000000000000000002.00
2105F20,0000009L5182,GLN,4,+00000000000000000000000000002.00
2105F20,0000009P1926,GLN,4,+00000000000000000000000000000.16
2105F20,0000009P2533,GLN,4,+00000000000000000000000000000.50
2105F20,0000018P0284,GLN,4,+00000000000000000000000000001.66
2105F20,0000018P0864,GLN,4,+00000000000000000000000000000.33
2105F20,0000018P0880,GLN,4,+00000000000000000000000000000.66
2105F20,0000018P1452,GLN,4,+00000000000000000000000000001.33
2105F20,0000018P1455,GLE,4,+00000000000000000000000000003.00
2105F20,0000018P1470,GLN,4,+00000000000000000000000000001.00
2105F20,0000018P1762,GLE,4,+00000000000000000000000000002.00
2105F20,0000018P1763,GLE,4,+00000000000000000000000000002.00
2105F20,0000018P2197,GLN,4,+00000000000000000000000000015.16
2105F20,0000018P2199,GLN,4,+00000000000000000000000000010.66
2105F20,0000018P2199,GLE,4,+00000000000000000000000000112.00
2105F20,0000018P2556,GLE,4,+00000000000000000000000000007.00
2105F20,0000018P3602,GLE,4,+00000000000000000000000000002.00
2105F20,0000018P3603,GLE,4,+00000000000000000000000000002.00
2105F20,0000018P3604,GLE,4,+00000000000000000000000000002.00
2105F20,0000018P3605,GLE,4,+00000000000000000000000000002.00
2105F20,0000019P2762,GLN,4,+00000000000000000000000000001.33
2105F20,0000019P2762,GLE,4,+00000000000000000000000000004.00
2105F20,0000025L1861,GLN,4,+00000000000000000000000000001.00
2105F20,0000034L2729,GLN,4,+00000000000000000000000000002.00
2105F20,0000034L3272,GLN,4,+00000000000000000000000000004.00
2105F20,0000034L3272,GLE,4,+00000000000000000000000000014.00
2105F20,0000034L3280,GLN,4,+00000000000000000000000000002.00
2105F20,0000034L3320,GLN,4,+00000000000000000000000000000.33
2105F20,0000034L3534,GLN,4,+00000000000000000000000000002.00
2105F20,0000034L3536,GLN,4,+00000000000000000000000000002.00
2105F20,0000034L3584,GLN,4,+00000000000000000000000000001.66
2105F20,0000034L3584,GLE,4,+00000000000000000000000000002.00
2105F20,0000034L6479,GLN,4,+00000000000000000000000000008.00
2105F20,0000034L6481,GLN,4,+00000000000000000000000000005.33
2105F20,0000034L6728,GLN,4,+00000000000000000000000000002.00
2105F20,0000034L7608,GLN,4,+00000000000000000000000000004.00
2105F20,0000034L7608,GLE,4,+00000000000000000000000000014.00
2105F20,0000034L8056,GLN,4,+00000000000000000000000000000.66
2105F20,0000034L8056,GLE,4,+00000000000000000000000000001.00
2105F20,0000034L8485,GLN,4,+00000000000000000000000000004.83
2105F20,0000034L8800,GLN,4,+00000000000000000000000000002.00
2105F20,0000034L8801,GLE,4,+00000000000000000000000000002.00
2105F20,0000034L9004,GLN,4,+00000000000000000000000000001.33
2105F20,0000034L9627,GLN,4,+00000000000000000000000000003.00
2105F20,0000035L1796,GLE,4,+00000000000000000000000000004.00
2105F20,0000035L1796,GLN,4,+00000000000000000000000000004.00
2105F20,0000097H7795,GLN,4,+00000000000000000000000000001.00
2105F20,00000RACKMFI,GLE,4,+00000000000000000000000000001.00
2105F20,00000RACKMFI,GLN,4,+00000000000000000000000000001.00
2105F20,00HA_BAY_ASM,GLE,4,+00000000000000000000000000004.00
2105F20,00HA_BAY_ASM,GLN,4,+00000000000000000000000000004.00
2105F20,0000000P1901,GLE,5,+00000000000000000000000000000.66
2105F20,0000000P1901,GLN,5,+00000000000000000000000000002.00
2105F20,0000002K3488,GLE,5,+00000000000000000000000000001.33
2105F20,0000002K3488,GLN,5,+00000000000000000000000000002.00
2105F20,0000003N3933,GLE,5,+00000000000000000000000000000.66
2105F20,0000003N3933,GLN,5,+00000000000000000000000000004.00
2105F20,0000004N2964,GLE,5,+00000000000000000000000000001.33
2105F20,0000007N3721,GLE,5,+00000000000000000000000000001.33
2105F20,0000009L0162,GLE,5,+00000000000000000000000000006.66
2105F20,0000009L0162,GLN,5,+00000000000000000000000000008.00
2105F20,0000009L0250,GLE,5,+00000000000000000000000000000.66
2105F20,0000009L0250,GLN,5,+00000000000000000000000000001.00
2105F20,0000009L0261,GLE,5,+00000000000000000000000000000.66
2105F20,0000009L0261,GLN,5,+00000000000000000000000000001.00
2105F20,0000009L2417,GLN,5,+00000000000000000000000000002.00
2105F20,0000009L2430,GLE,5,+00000000000000000000000000000.66
2105F20,0000009L2430,GLN,5,+00000000000000000000000000001.00
2105F20,0000009L2457,GLE,5,+00000000000000000000000000001.33
2105F20,0000009L2457,GLN,5,+00000000000000000000000000002.00
2105F20,0000009L2511,GLE,5,+00000000000000000000000000000.66
2105F20,0000009L2511,GLN,5,+00000000000000000000000000001.00
2105F20,0000009L5143,GLE,5,+00000000000000000000000000002.66
2105F20,0000009L5143,GLN,5,+00000000000000000000000000004.00
2105F20,0000009L5182,GLE,5,+00000000000000000000000000001.33
2105F20,0000009L5182,GLN,5,+00000000000000000000000000002.00
2105F20,0000009P1865,GLE,5,+00000000000000000000000000000.66
2105F20,0000009P2533,GLE,5,+00000000000000000000000000002.00
2105F20,0000018P0284,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P0284,GLN,5,+00000000000000000000000000002.00
2105F20,0000018P0880,GLN,5,+00000000000000000000000000002.00
2105F20,0000018P1761,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P1762,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P1763,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P2471,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P2556,GLE,5,+00000000000000000000000000001.33
2105F20,0000018P3395,GLE,5,+00000000000000000000000000000.33
2105F20,0000018P3602,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P3603,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P3604,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P3605,GLE,5,+00000000000000000000000000000.66
2105F20,0000018P4619,GLE,5,+00000000000000000000000000021.33
2105F20,0000019P2762,GLE,5,+00000000000000000000000000001.33
2105F20,0000025L1861,GLN,5,+00000000000000000000000000002.00
2105F20,0000034L2729,GLE,5,+00000000000000000000000000001.33
2105F20,0000034L2729,GLN,5,+00000000000000000000000000003.00
2105F20,0000034L3272,GLE,5,+00000000000000000000000000006.66
2105F20,0000034L3272,GLN,5,+00000000000000000000000000008.00
2105F20,0000034L3280,GLN,5,+00000000000000000000000000004.00
