"mtm","plantLoc","period","supply","wfmv"
3584L32,GLN,29,+00000000000000000000000000006.00,+000000006657.000
3584L32,GMK,1,+00000000000000000000000000003.00,+000000005628.000
3584L32,GMX,1,+00000000000000000000000000020.00,+000000009232.000
3588F3A,GMN,1,+00000000000000000000000000001.00,+000000002631.000
3589002,GLN,29,+00000000000000000000000000001.00,+000000000000.000
3590999,GMX,1,+00000000000000000000000000001.00,+000000000000.000
3590A14,GLN,3,+00000000000000000000000000001.00,+000000000177.000
3590A14,GLN,29,+00000000000000000000000000003.00,+000000000213.000
3590A50,GLE,3,+00000000000000000000000000001.00,+000000001717.000
3590A50,GLE,29,+00000000000000000000000000003.00,+000000002014.000
3590A50,GLN,3,+00000000000000000000000000001.00,+000000000040.000
3590A50,GLN,29,+00000000000000000000000000002.00,+000000000061.000
3590A50,GME,1,+00000000000000000000000000001.00,+000000000344.000
3590A50,GMK,1,+00000000000000000000000000004.00,+000000000608.000
3590A50,GMN,1,+00000000000000000000000000001.00,+000000000049.000
3590A50,GMX,1,+00000000000000000000000000027.00,+000000000065.000
3590A60,GLN,29,+00000000000000000000000000027.00,+000000002665.000
3590A60,GLN,31,+00000000000000000000000000003.00,+000000003312.000
3590A60,GMK,1,+00000000000000000000000000003.00,+000000005481.000
3590A60,GMN,1,+00000000000000000000000000008.00,+000000002164.000
3590A60,GMX,1,+00000000000000000000000000012.00,+000000001991.000
3590B11,GLA,30,+00000000000000000000000000001.00,+000000000028.000
3590B11,GLE,3,+00000000000000000000000000001.00,+000000001621.000
3590B11,GLE,29,+00000000000000000000000000003.00,+000000002392.000
3590B11,GLN,3,+00000000000000000000000000004.00,+000000000789.000
3590B11,GLN,29,+00000000000000000000000000013.00,+000000000812.000
3590B11,GMX,1,+00000000000000000000000000031.00,+000000000417.000
3590B1A,GLA,9,+00000000000000000000000000001.00,+000000000003.000
3590B1A,GLA,13,+00000000000000000000000000003.00,+000000000003.000
3590B1A,GLA,16,+00000000000000000000000000001.00,+000000000003.000
3590B1A,GLA,26,+00000000000000000000000000002.00,+000000000003.000
3590B1A,GLA,31,+00000000000000000000000000003.00,+000000000003.000
3590B1A,GLE,3,+00000000000000000000000000006.00,+000000002846.000
3590B1A,GLE,29,+00000000000000000000000000012.00,+000000002941.000
3590B1A,GLE,30,+00000000000000000000000000001.00,+000000000939.000
3590B1A,GLE,31,+00000000000000000000000000001.00,+000000000146.000
3590B1A,GLN,26,+00000000000000000000000000002.00,+000000000458.000
3590B1A,GLN,27,+00000000000000000000000000001.00,+000000000312.000
3590B1A,GLN,29,+00000000000000000000000000026.00,+000000000288.000
3590B1A,GMK,1,+00000000000000000000000000043.00,+000000000145.000
3590B1A,GMX,1,+00000000000000000000000000148.00,+000000000631.000
3590C10,GLN,29,+00000000000000000000000000001.00,+000000000606.000
3590C12,GLN,29,+00000000000000000000000000002.00,+000000000304.000
3590C12,GMN,1,+00000000000000000000000000003.00,+000000000020.000
3590C14,GMX,1,+00000000000000000000000000002.00,+000000000425.000
3590E11,GLN,29,+00000000000000000000000000058.00,+000000001765.000
3590E1A,GLE,13,+00000000000000000000000000001.00,+000000000486.000
3590E1A,GLE,28,+00000000000000000000000000002.00,+000000001018.000
3590E1A,GLE,29,+00000000000000000000000000004.00,+000000001155.000
3590E1A,GLE,31,+00000000000000000000000000003.00,+000000002084.000
3590E1A,GLN,3,+00000000000000000000000000001.00,+000000001723.000
3590E1A,GLN,26,+00000000000000000000000000001.00,+000000003172.000
3590E1A,GLN,27,+00000000000000000000000000001.00,+000000000000.000
3590E1A,GLN,29,+00000000000000000000000000145.00,+000000001209.000
3590E1A,GLN,30,+00000000000000000000000000006.00,+000000001604.000
3590E1A,GLN,31,+00000000000000000000000000012.00,+000000000881.000
3590E1A,GLN,33,+00000000000000000000000000002.00,+000000000000.000
3590E1A,GMK,1,+00000000000000000000000000043.00,+000000000715.000
3590E1A,GMN,1,+00000000000000000000000000045.00,+000000000212.000
3590E1A,GMX,1,+00000000000000000000000000462.00,+000000001142.000
3590H11,GLN,13,+00000000000000000000000000003.00,+000000001796.000
3590H11,GLN,29,+00000000000000000000000000003.00,+000000002634.000
3590H11,GMN,1,+00000000000000000000000000004.00,+000000002002.000
3590H11,GMX,1,+00000000000000000000000000002.00,+000000004122.000
3590H1A,GLE,31,+00000000000000000000000000001.00,+000000003835.000
3590H1A,GLN,28,+00000000000000000000000000001.00,+000000002334.000
3590H1A,GLN,29,+00000000000000000000000000051.00,+000000002121.000
3590H1A,GLN,30,+00000000000000000000000000001.00,+000000002944.000
3590H1A,GLN,31,+00000000000000000000000000050.00,+000000002542.000
3590H1A,GMK,1,+00000000000000000000000000006.00,+000000000991.000
3590H1A,GMN,1,+00000000000000000000000000068.00,+000000001091.000
3590H1A,GMX,1,+00000000000000000000000000198.00,+000000002847.000
3592J1A,GLA,9,+00000000000000000000000000001.00,+000000002513.000
3592J1A,GLE,3,+00000000000000000000000000003.00,+000000001774.000
3592J1A,GLE,4,+00000000000000000000000000001.00,+000000001443.000
3592J1A,GLE,9,+00000000000000000000000000001.00,+000000000525.000
3592J1A,GLE,13,+00000000000000000000000000001.00,+000000002083.000
3592J1A,GLE,18,+00000000000000000000000000002.00,+000000002238.000
3592J1A,GLE,26,+00000000000000000000000000002.00,+000000001383.000
3592J1A,GLE,27,+00000000000000000000000000001.00,+000000001520.000
3592J70,GMX,1,+00000000000000000000000000001.00,+000000031250.000
3953L05,GMX,1,+00000000000000000000000000001.00,+000000001314.000
3995999,GMX,1,+00000000000000000000000000002.00,+000000000000.000
3995C36,GMX,1,+00000000000000000000000000001.00,+000000000980.000
3995C38,GMX,1,+00000000000000000000000000004.00,+000000001574.000
3995C40,GLN,29,+00000000000000000000000000002.00,+000000000434.000
3995C40,GMK,1,+00000000000000000000000000001.00,+000000000000.000
3995C40,GMX,1,+00000000000000000000000000001.00,+000000000039.000
3995C42,GLN,29,+00000000000000000000000000001.00,+000000000103.000
51876RY,GLN,29,+00000000000000000000000000001.00,+000000000305.000
51876RY,GMX,1,+00000000000000000000000000002.00,+000000002147.000
51877RY,GLN,29,+00000000000000000000000000001.00,+000000000749.000
5187999,GMX,1,+00000000000000000000000000003.00,+000000000050.000
5196999,GMX,1,+00000000000000000000000000001.00,+000000000000.000
5196G26,GLN,29,+00000000000000000000000000001.00,+000000000006.000
5198001,GMX,1,+00000000000000000000000000001.00,+000000000209.000
6015B1E,GMK,1,+00000000000000000000000000001.00,+000000000000.000
6093011,GLN,29,+00000000000000000000000000001.00,+000000000009.000
6094030,GLN,29,+00000000000000000000000000001.00,+000000000010.000
7009C10,GMK,1,+00000000000000000000000000004.00,+000000000000.000
7009C20,GLN,29,+00000000000000000000000000001.00,+000000000015.000
7009C20,GMK,1,+00000000000000000000000000001.00,+000000000000.000
701239H,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7012999,GMX,1,+00000000000000000000000000002.00,+000000000000.000
7012G02,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7013595,GMK,1,+00000000000000000000000000001.00,+000000000000.000
701359H,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7014999,GMX,1,+00000000000000000000000000001.00,+000000000000.000
7014S00,GLA,31,+00000000000000000000000000001.00,+000000000001.000
7014S00,GLN,29,+00000000000000000000000000006.00,+000000000013.000
7014S00,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7014T00,GLA,31,+00000000000000000000000000001.00,+000000000003.000
7014T00,GLN,3,+00000000000000000000000000008.00,+000000000120.000
7014T00,GLN,29,+00000000000000000000000000024.00,+000000000068.000
7014T00,GLN,31,+00000000000000000000000000001.00,+000000000028.000
7014T00,GMK,1,+00000000000000000000000000003.00,+000000000000.000
7014T00,GMM,1,+00000000000000000000000000002.00,+000000000109.000
7014T00,GMN,1,+00000000000000000000000000001.00,+000000000025.000
7014T00,GMP,1,+00000000000000000000000000003.00,+000000000011.000
7014T00,GMR,1,+00000000000000000000000000028.00,+000000000152.000
7014T00,GMX,1,+00000000000000000000000000005.00,+000000000472.000
7014T42,GLA,31,+00000000000000000000000000001.00,+000000000003.000
7014T42,GLE,29,+00000000000000000000000000001.00,+000000000571.000
7014T42,GLN,3,+00000000000000000000000000010.00,+000000000058.000
7014T42,GLN,29,+00000000000000000000000000029.00,+000000000067.000
7014T42,GLN,31,+00000000000000000000000000001.00,+000000000000.000
7014T42,GMK,1,+00000000000000000000000000004.00,+000000000269.000
7014T42,GMM,1,+00000000000000000000000000029.00,+000000000644.000
7014T42,GMN,1,+00000000000000000000000000002.00,+000000000463.000
7014T42,GMR,1,+00000000000000000000000000031.00,+000000000290.000
7014T42,GMX,1,+00000000000000000000000000018.00,+000000000181.000
7015R00,GLA,31,+00000000000000000000000000001.00,+000000000001.000
7015R00,GLN,29,+00000000000000000000000000001.00,+000000000035.000
7015R00,GMK,1,+00000000000000000000000000005.00,+000000000000.000
7015R00,GMX,1,+00000000000000000000000000001.00,+000000000032.000
7015R30,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7015S7A,GMR,1,+00000000000000000000000000001.00,+000000000000.000
7017S85,GLN,3,+00000000000000000000000000001.00,+000000000380.000
7017S85,GLN,29,+00000000000000000000000000001.00,+000000000444.000
7017S85,GMK,1,+00000000000000000000000000002.00,+000000006072.000
7017S85,GMP,1,+00000000000000000000000000001.00,+000000033100.000
7017S85,GMR,1,+00000000000000000000000000009.00,+000000022197.000
7024E20,GMK,1,+00000000000000000000000000001.00,+000000000000.000
70266H0,GLE,15,+00000000000000000000000000001.00,+000000001383.000
70266H0,GLE,26,+00000000000000000000000000003.00,+000000004194.000
70266H0,GMM,1,+00000000000000000000000000003.00,+000000001870.000
70266H0,GMR,1,+00000000000000000000000000002.00,+000000002729.000
70266H1,GLE,3,+00000000000000000000000000001.00,+000000002451.000
70266H1,GLE,29,+00000000000000000000000000003.00,+000000002385.000
70266H1,GLN,3,+00000000000000000000000000028.00,+000000003571.000
70266H1,GLN,29,+00000000000000000000000000036.00,+000000003845.000
70266H1,GLN,31,+00000000000000000000000000002.00,+000000001094.000
70266H1,GMK,1,+00000000000000000000000000006.00,+000000002051.000
70266H1,GMM,1,+00000000000000000000000000025.00,+000000003182.000
70266H1,GMP,1,+00000000000000000000000000001.00,+000000003636.000
70266H1,GMR,1,+00000000000000000000000000166.00,+000000004437.000
70266H1,GMX,1,+00000000000000000000000000006.00,+000000003649.000
70266M1,GLE,29,+00000000000000000000000000001.00,+000000000175.000
70266M1,GLN,3,+00000000000000000000000000002.00,+000000006651.000
70266M1,GLN,29,+00000000000000000000000000010.00,+000000007490.000
70266M1,GMK,1,+00000000000000000000000000001.00,+000000001347.000
70266M1,GMM,1,+00000000000000000000000000002.00,+000000003709.000
70266M1,GMR,1,+00000000000000000000000000018.00,+000000011097.000
7026B80,GLA,31,+00000000000000000000000000001.00,+000000000036.000
7026B80,GLN,3,+00000000000000000000000000004.00,+000000000559.000
7026B80,GLN,29,+00000000000000000000000000017.00,+000000000668.000
7026B80,GLN,31,+00000000000000000000000000003.00,+000000000000.000
7026B80,GLN,33,+00000000000000000000000000001.00,+000000000043.000
7026B80,GMK,1,+00000000000000000000000000003.00,+000000000157.000
7026B80,GMM,1,+00000000000000000000000000014.00,+000000001010.000
7026B80,GMR,1,+00000000000000000000000000007.00,+000000000843.000
7026H50,GLE,29,+00000000000000000000000000002.00,+000000001244.000
7026H50,GLN,29,+00000000000000000000000000003.00,+000000000001.000
7026H50,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7026H70,GLE,3,+00000000000000000000000000001.00,+000000000966.000
7026H70,GLE,29,+00000000000000000000000000006.00,+000000001041.000
7026H70,GLN,3,+00000000000000000000000000001.00,+000000000085.000
7026H70,GLN,29,+00000000000000000000000000004.00,+000000000471.000
7026H70,GMK,1,+00000000000000000000000000002.00,+000000000003.000
7026H70,GMM,1,+00000000000000000000000000003.00,+000000000242.000
7026H80,GLA,4,+00000000000000000000000000001.00,+000000000002.000
7026H80,GLA,5,+00000000000000000000000000001.00,+000000000002.000
7026H80,GLA,9,+00000000000000000000000000001.00,+000000000002.000
7026H80,GLA,13,+00000000000000000000000000002.00,+000000000002.000
7026H80,GLA,18,+00000000000000000000000000001.00,+000000000002.000
7026H80,GLA,26,+00000000000000000000000000002.00,+000000000002.000
7026H80,GLA,31,+00000000000000000000000000006.00,+000000000002.000
7026H80,GLE,6,+00000000000000000000000000001.00,+000000003622.000
7026H80,GLE,13,+00000000000000000000000000001.00,+000000003539.000
7026H80,GLE,14,+00000000000000000000000000001.00,+000000006341.000
7026H80,GLE,22,+00000000000000000000000000001.00,+000000000170.000
7026H80,GLN,9,+00000000000000000000000000001.00,+000000000003.000
7026H80,GMM,1,+00000000000000000000000000001.00,+000000000619.000
7026H80,GMR,1,+00000000000000000000000000004.00,+000000000562.000
7026H80,GMX,1,+00000000000000000000000000001.00,+000000000266.000
7026M80,GLN,29,+00000000000000000000000000004.00,+000000003494.000
7026M80,GMM,1,+00000000000000000000000000002.00,+000000000011.000
7026M80,GMR,1,+00000000000000000000000000002.00,+000000002036.000
70286C1,GLE,31,+00000000000000000000000000002.00,+000000000651.000
70286C1,GLN,3,+00000000000000000000000000012.00,+000000000589.000
70286C1,GLN,29,+00000000000000000000000000036.00,+000000000630.000
70286C1,GMK,1,+00000000000000000000000000006.00,+000000000432.000
70286C1,GMM,1,+00000000000000000000000000002.00,+000000001867.000
70286C1,GMR,1,+00000000000000000000000000032.00,+000000000949.000
70286C1,GMX,1,+00000000000000000000000000001.00,+000000000725.000
70286C4,GLE,5,+00000000000000000000000000001.00,+000000001604.000
70286C4,GLE,13,+00000000000000000000000000002.00,+000000001354.000
70286C4,GLE,15,+00000000000000000000000000001.00,+000000004835.000
70286C4,GLE,26,+00000000000000000000000000001.00,+000000000687.000
70286C4,GLE,31,+00000000000000000000000000004.00,+000000002142.000
70286C4,GLN,3,+00000000000000000000000000049.00,+000000002949.000
70286C4,GLN,5,+00000000000000000000000000002.00,+000000003463.000
70286C4,GLN,9,+00000000000000000000000000001.00,+000000004237.000
70286C4,GLN,13,+00000000000000000000000000007.00,+000000004871.000
70286C4,GLN,17,+00000000000000000000000000001.00,+000000001763.000
70286C4,GLN,18,+00000000000000000000000000004.00,+000000003366.000
70286C4,GLN,22,+00000000000000000000000000002.00,+000000003390.000
70286C4,GLN,26,+00000000000000000000000000005.00,+000000004604.000
70286C4,GLN,29,+00000000000000000000000000065.00,+000000003034.000
70286C4,GLN,31,+00000000000000000000000000007.00,+000000003796.000
70286C4,GLN,33,+00000000000000000000000000001.00,+000000003227.000
70286C4,GMK,1,+00000000000000000000000000011.00,+000000003871.000
70286C4,GMM,1,+00000000000000000000000000006.00,+000000003032.000
70286C4,GMN,1,+00000000000000000000000000002.00,+000000000006.000
70286C4,GMP,1,+00000000000000000000000000009.00,+000000002112.000
70286C4,GMR,1,+00000000000000000000000000096.00,+000000002037.000
70286C4,GMX,1,+00000000000000000000000000001.00,+000000003630.000
70286E1,GLE,29,+00000000000000000000000000001.00,+000000000418.000
70286E1,GLN,3,+00000000000000000000000000002.00,+000000000487.000
70286E1,GLN,29,+00000000000000000000000000064.00,+000000000531.000
70286E1,GLN,33,+00000000000000000000000000001.00,+000000000001.000
70286E1,GMK,1,+00000000000000000000000000005.00,+000000000638.000
70286E1,GMM,1,+00000000000000000000000000006.00,+000000001897.000
70286E1,GMR,1,+00000000000000000000000000017.00,+000000000501.000
70286E4,GLN,3,+00000000000000000000000000001.00,+000000002722.000
70286E4,GLN,29,+00000000000000000000000000009.00,+000000003540.000
70286E4,GMM,1,+00000000000000000000000000001.00,+000000002868.000
70286E4,GMR,1,+00000000000000000000000000004.00,+000000002019.000
70296C3,GLE,31,+00000000000000000000000000002.00,+000000001021.000
70296C3,GLN,3,+00000000000000000000000000004.00,+000000000881.000
70296C3,GLN,29,+00000000000000000000000000016.00,+000000001171.000
70296C3,GLN,31,+00000000000000000000000000004.00,+000000001092.000
70296C3,GMK,1,+00000000000000000000000000002.00,+000000003794.000
70296C3,GMM,1,+00000000000000000000000000012.00,+000000002652.000
70296C3,GMR,1,+00000000000000000000000000067.00,+000000000228.000
70296E3,GLE,13,+00000000000000000000000000001.00,+000000000403.000
70296E3,GLN,11,+00000000000000000000000000024.00,+000000000919.000
70296E3,GLN,26,+00000000000000000000000000001.00,+000000001966.000
70296E3,GLN,29,+00000000000000000000000000007.00,+000000002466.000
70296E3,GMM,1,+00000000000000000000000000002.00,+000000003415.000
70386M2,GLE,31,+00000000000000000000000000002.00,+000000011478.000
70386M2,GLN,3,+00000000000000000000000000020.00,+000000011320.000
70386M2,GLN,26,+00000000000000000000000000001.00,+000000005826.000
70386M2,GLN,29,+00000000000000000000000000029.00,+000000012265.000
70386M2,GLN,30,+00000000000000000000000000001.00,+000000008684.000
70386M2,GLN,31,+00000000000000000000000000003.00,+000000008554.000
70386M2,GLN,33,+00000000000000000000000000002.00,+000000009347.000
70386M2,GMK,1,+00000000000000000000000000002.00,+000000013668.000
70386M2,GMM,1,+00000000000000000000000000013.00,+000000012150.000
70386M2,GMR,1,+00000000000000000000000000021.00,+000000009854.000
70386M2,GMX,1,+00000000000000000000000000003.00,+000000018488.000
7039651,GLE,3,+00000000000000000000000000001.00,+000000000543.000
7039651,GLE,29,+00000000000000000000000000002.00,+000000000679.000
7039651,GLE,31,+00000000000000000000000000002.00,+000000003219.000
7039651,GME,1,+00000000000000000000000000007.00,+000000001199.000
7039651,GMM,1,+00000000000000000000000000004.00,+000000001271.000
704061D,GLA,9,+00000000000000000000000000001.00,+000000005910.000
704061D,GLA,22,+00000000000000000000000000001.00,+000000000008.000
704061D,GLE,4,+00000000000000000000000000001.00,+000000002379.000
704061D,GLE,5,+00000000000000000000000000001.00,+000000006475.000
704061D,GLE,13,+00000000000000000000000000007.00,+000000003107.000
704061D,GLE,14,+00000000000000000000000000004.00,+000000002445.000
704061D,GLE,15,+00000000000000000000000000002.00,+000000002753.000
704061D,GLE,17,+00000000000000000000000000001.00,+000000001103.000
704061D,GLE,21,+00000000000000000000000000001.00,+000000007787.000
704061D,GLE,26,+00000000000000000000000000005.00,+000000006339.000
704061D,GLE,31,+00000000000000000000000000003.00,+000000004108.000
704061D,GLN,13,+00000000000000000000000000005.00,+000000005706.000
704061D,GLN,22,+00000000000000000000000000013.00,+000000004419.000
704061D,GLN,29,+00000000000000000000000000017.00,+000000003374.000
704061D,GLN,30,+00000000000000000000000000001.00,+000000004447.000
704061D,GLN,31,+00000000000000000000000000019.00,+000000004342.000
704061D,GLN,32,+00000000000000000000000000001.00,+000000003371.000
704061D,GME,1,+00000000000000000000000000166.00,+000000002354.000
704061D,GMK,1,+00000000000000000000000000019.00,+000000006531.000
704061D,GMM,1,+00000000000000000000000000090.00,+000000003963.000
704061D,GMP,1,+00000000000000000000000000315.00,+000000002105.000
704061R,GLE,13,+00000000000000000000000000002.00,+000000001214.000
704061R,GLE,14,+00000000000000000000000000001.00,+000000002208.000
704061R,GLE,15,+00000000000000000000000000001.00,+000000001475.000
704061R,GLE,26,+00000000000000000000000000002.00,+000000003150.000
704061R,GLN,13,+00000000000000000000000000001.00,+000000003305.000
704061R,GLN,22,+00000000000000000000000000006.00,+000000004913.000
704061R,GLN,29,+00000000000000000000000000006.00,+000000002080.000
704061R,GLN,31,+00000000000000000000000000001.00,+000000002583.000
704061R,GME,1,+00000000000000000000000000060.00,+000000001816.000
704061R,GMK,1,+00000000000000000000000000013.00,+000000003621.000
704061R,GMM,1,+00000000000000000000000000035.00,+000000002674.000
704061R,GMP,1,+00000000000000000000000000062.00,+000000002472.000
7040671,GLE,13,+00000000000000000000000000001.00,+000000008787.000
7040671,GLE,26,+00000000000000000000000000001.00,+000000027970.000
7040671,GLN,3,+00000000000000000000000000003.00,+000000019644.000
7040671,GLN,29,+00000000000000000000000000005.00,+000000021442.000
7040671,GLN,31,+00000000000000000000000000001.00,+000000028411.000
7040671,GME,1,+00000000000000000000000000005.00,+000000022819.000
7040671,GMK,1,+00000000000000000000000000004.00,+000000017850.000
7040671,GMM,1,+00000000000000000000000000014.00,+000000008779.000
7040671,GMP,1,+00000000000000000000000000014.00,+000000019059.000
7040681,GLE,13,+00000000000000000000000000002.00,+000000080079.000
7040681,GLE,14,+00000000000000000000000000002.00,+000000017032.000
7040681,GLE,26,+00000000000000000000000000002.00,+000000056777.000
7040681,GLN,13,+00000000000000000000000000001.00,+000000070892.000
7040681,GLN,22,+00000000000000000000000000007.00,+000000123623.000
7040681,GLN,29,+00000000000000000000000000002.00,+000000056414.000
7040681,GME,1,+00000000000000000000000000049.00,+000000030051.000
7040681,GMK,1,+00000000000000000000000000003.00,+000000057118.000
7040681,GMM,1,+00000000000000000000000000024.00,+000000056475.000
7040681,GMP,1,+00000000000000000000000000035.00,+000000049722.000
7040999,GMP,1,+00000000000000000000000000007.00,+000000002169.000
7040W42,GME,1,+00000000000000000000000000001.00,+000000001800.000
7044170,GLA,3,+00000000000000000000000000008.00,+000000000000.000
7044170,GLA,4,+00000000000000000000000000016.00,+000000000001.000
7044170,GLA,5,+00000000000000000000000000009.00,+000000000000.000
7044170,GLA,9,+00000000000000000000000000019.00,+000000000000.000
7044170,GLA,12,+00000000000000000000000000017.00,+000000000000.000
7044170,GLA,13,+00000000000000000000000000010.00,+000000000000.000
7044170,GLA,18,+00000000000000000000000000040.00,+000000000001.000
7044170,GLA,22,+00000000000000000000000000017.00,+000000000000.000
7044170,GLA,25,+00000000000000000000000000005.00,+000000000000.000
7044170,GLA,26,+00000000000000000000000000017.00,+000000000000.000
7044170,GLA,31,+00000000000000000000000000021.00,+000000000000.000
7044170,GLE,2,+00000000000000000000000000001.00,+000000000361.000
7044170,GLE,2,+00000000000000000000000000003.00,+000000000766.000
7044170,GLE,3,+00000000000000000000000000011.00,+000000000515.000
7044170,GLE,4,+00000000000000000000000000001.00,+000000000809.000
7044170,GLE,5,+00000000000000000000000000011.00,+000000000440.000
7044170,GLE,6,+00000000000000000000000000015.00,+000000000656.000
7044170,GLE,7,+00000000000000000000000000004.00,+000000000488.000
7044170,GLE,8,+00000000000000000000000000019.00,+000000000675.000
7044170,GLE,9,+00000000000000000000000000018.00,+000000000591.000
7044170,GLE,10,+00000000000000000000000000017.00,+000000000514.000
7044170,GLE,11,+00000000000000000000000000001.00,+000000000476.000
7044170,GLE,12,+00000000000000000000000000006.00,+000000000467.000
7044170,GLE,13,+00000000000000000000000000009.00,+000000000370.000
7044170,GLE,14,+00000000000000000000000000011.00,+000000000518.000
7044170,GLE,15,+00000000000000000000000000001.00,+000000000242.000
7044170,GLE,16,+00000000000000000000000000001.00,+000000000228.000
7044170,GLE,17,+00000000000000000000000000020.00,+000000000355.000
7044170,GLE,18,+00000000000000000000000000034.00,+000000001295.000
7044170,GLE,19,+00000000000000000000000000002.00,+000000001573.000
7044170,GLE,22,+00000000000000000000000000004.00,+000000000930.000
7044170,GLE,23,+00000000000000000000000000001.00,+000000000753.000
7044170,GLE,24,+00000000000000000000000000008.00,+000000000889.000
7044170,GLE,25,+00000000000000000000000000002.00,+000000001052.000
7044170,GLE,26,+00000000000000000000000000006.00,+000000000482.000
7044170,GLE,27,+00000000000000000000000000022.00,+000000000555.000
7044170,GLE,28,+00000000000000000000000000003.00,+000000000733.000
7044170,GLE,29,+00000000000000000000000000004.00,+000000000655.000
7044170,GLE,30,+00000000000000000000000000001.00,+000000000314.000
7044170,GLE,31,+00000000000000000000000000002.00,+000000001254.000
7044170,GLE,32,+00000000000000000000000000010.00,+000000000696.000
7044170,GLE,33,+00000000000000000000000000001.00,+000000000650.000
7044170,GLN,3,+00000000000000000000000000026.00,+000000001048.000
7044170,GLN,5,+00000000000000000000000000061.00,+000000000147.000
7044170,GLN,13,+00000000000000000000000000001.00,+000000000095.000
7044170,GLN,17,+00000000000000000000000000001.00,+000000000000.000
7044170,GLN,18,+00000000000000000000000000030.00,+000000000167.000
7044170,GLN,26,+00000000000000000000000000035.00,+000000000000.000
7044170,GLN,28,+00000000000000000000000000002.00,+000000000000.000
7044170,GLN,29,+00000000000000000000000000003.00,+000000001092.000
7044170,GLN,31,+00000000000000000000000000001.00,+000000000154.000
7044170,GMK,1,+00000000000000000000000000009.00,+000000000260.000
7044170,GMM,1,+00000000000000000000000000001.00,+000000000025.000
7044170,GMP,1,+00000000000000000000000000009.00,+000000000690.000
7044170,GMR,1,+00000000000000000000000000587.00,+000000000526.000
7044170,GMX,1,+00000000000000000000000000001.00,+000000000365.000
7044270,GLA,5,+00000000000000000000000000001.00,+000000000004.000
7044270,GLA,12,+00000000000000000000000000001.00,+000000000003.000
7044270,GLA,18,+00000000000000000000000000003.00,+000000000004.000
7044270,GLA,22,+00000000000000000000000000001.00,+000000000003.000
7044270,GLA,24,+00000000000000000000000000003.00,+000000000003.000
7044270,GLA,26,+00000000000000000000000000011.00,+000000000004.000
7044270,GLA,31,+00000000000000000000000000004.00,+000000000003.000
7044270,GLE,8,+00000000000000000000000000003.00,+000000002008.000
7044270,GLE,32,+00000000000000000000000000001.00,+000000001374.000
7044270,GLN,29,+00000000000000000000000000001.00,+000000000954.000
7044270,GMR,1,+00000000000000000000000000002.00,+000000000279.000
7044270,GMX,1,+00000000000000000000000000052.00,+000000001364.000
7044999,GMP,1,+00000000000000000000000000005.00,+000000000000.000
7060H30,GLN,29,+00000000000000000000000000002.00,+000000000000.000
7060H30,GMX,1,+00000000000000000000000000001.00,+000000000000.000
7060P30,GLN,29,+00000000000000000000000000003.00,+000000000364.000
7131105,GMX,1,+00000000000000000000000000001.00,+000000000002.000
7133010,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7133020,GLE,3,+00000000000000000000000000001.00,+000000001219.000
7133020,GLE,29,+00000000000000000000000000004.00,+000000001250.000
7133020,GLN,3,+00000000000000000000000000002.00,+000000000014.000
7133020,GLN,29,+00000000000000000000000000005.00,+000000000017.000
7133020,GMK,1,+00000000000000000000000000013.00,+000000000000.000
7133020,GMX,1,+00000000000000000000000000008.00,+000000000043.000
7133600,GMK,1,+00000000000000000000000000002.00,+000000000000.000
7133600,GMX,1,+00000000000000000000000000001.00,+000000000001.000
7133D40,GLE,29,+00000000000000000000000000005.00,+000000000525.000
7133D40,GLE,32,+00000000000000000000000000001.00,+000000000946.000
7133D40,GLN,29,+00000000000000000000000000022.00,+000000000102.000
7133D40,GMK,1,+00000000000000000000000000032.00,+000000000123.000
7133D40,GMM,1,+00000000000000000000000000004.00,+000000000012.000
7133D40,GMX,1,+00000000000000000000000000439.00,+000000000010.000
7133T40,GLN,29,+00000000000000000000000000002.00,+000000000011.000
7133T40,GMN,1,+00000000000000000000000000001.00,+000000000426.000
7133T40,GMX,1,+00000000000000000000000000001.00,+000000000217.000
7137513,GMK,1,+00000000000000000000000000002.00,+000000000000.000
7137514,GMX,1,+00000000000000000000000000002.00,+000000000099.000
7139111,GLN,29,+00000000000000000000000000001.00,+000000000000.000
7204114,GLN,29,+00000000000000000000000000001.00,+000000000000.000
7204114,GMX,1,+00000000000000000000000000001.00,+000000000010.000
7204317,GMK,1,+00000000000000000000000000002.00,+000000000000.000
7204325,GMX,1,+00000000000000000000000000001.00,+000000000016.000
7204404,GMK,1,+00000000000000000000000000001.00,+000000000000.000
7204418,GMX,1,+00000000000000000000000000002.00,+000000000159.000
7204419,GMX,1,+00000000000000000000000000007.00,+000000000000.000
7204518,GLN,29,+00000000000000000000000000001.00,+000000000037.000
7205311,GLA,30,+00000000000000000000000000001.00,+000000000004.000
7205311,GLN,29,+00000000000000000000000000002.00,+000000000016.000
7205311,GMX,1,+00000000000000000000000000008.00,+000000000710.000
7205440,GLN,29,+00000000000000000000000000003.00,+000000000024.000
7205440,GMX,1,+00000000000000000000000000005.00,+000000000043.000
