"part","altPart","loc","altConvCost","altConvTime"
0000039X5716,0000040N2290,992,0,0
0000039X5718,0000040N2291,992,0,0
0000039X5719,0000040N2291,992,0,0
0000039X5795,0000040N2290,992,0,0
0000039X5796,0000040N2291,992,0,0
0000039X5797,0000040N2291,992,0,0
0000039X5838,0000039X5841,992,0,0
0000039X5839,0000039X5841,992,0,0
0000039X5840,0000039X5841,992,0,0
0000039X5842,0000039X5841,992,0,0
0000039X5843,0000039X5841,992,0,0
0000039X5854,0000040N2061,992,0,0
0000039X5855,0000040N2061,992,0,0
0000039X5856,0000040N2061,992,0,0
0000039X5857,0000040N2061,992,0,0
0000039X5925,0000040N2290,992,0,0
0000039X5954,0000040N2061,992,0,0
0000039X5955,0000040N2061,992,0,0
0000039X6287,0000040N2290,992,0,0
0000039X6288,0000040N2290,992,0,0
0000039X6290,0000040N2291,992,0,0
0000039X6291,0000040N2291,992,0,0
0000040N1252,0000060H2327,992,0,0
0000040N1604,0000040N2061,992,0,0
0000040N1605,0000040N2061,992,0,0
0000040N1606,0000040N2061,992,0,0
0000040N1607,0000040N2061,992,0,0
0000040N1737,0000040N2061,992,0,0
0000040N1738,0000040N2061,992,0,0
0000040N1739,0000040N2061,992,0,0
0000040N1740,0000040N2061,992,0,0
0000040N2046,0000040N2061,992,0,0
0000040N2047,0000040N2061,992,0,0
0000040N2048,0000040N2061,992,0,0
0000040N2049,0000040N2061,992,0,0
0000040N2050,0000040N2061,992,0,0
0000040N2052,0000040N2061,992,0,0
0000040N2053,0000040N2061,992,0,0
0000040N2292,0000040N2291,992,0,0
0000040N2474,0000040N2061,992,0,0
0000040N2475,0000040N2061,992,0,0
0000040N3004,0000040N3003,992,0,0
0000040N3636,0000040N3686,992,0,0
0000040N3637,0000040N3686,992,0,0
0000040N3685,0000040N3686,992,0,0
0000041L5233,0000000P5919,992,0,0
0000041U0321,0000042V2041,992,0,0
0000041U0322,0000042V2042,992,0,0
0000041U0323,0000042V2043,992,0,0
0000041U0324,0000042V2044,992,0,0
0000041U0424,0000041V2058,992,0,0
0000041V0019,0000041V2201,992,0,0
0000041V0403,0000041V1586,992,0,0
0000041V0946,0000041V1228,992,0,0
0000041V1036,0000041V2584,992,0,0
0000041V1069,0000041V2539,992,0,0
0000041V1643,0000042V2206,992,0,0
0000041V1849,0000041V2087,992,0,0
0000041V1856,0000041V2058,992,0,0
0000041V1915,0000015R7017,992,0,0
0000041V1916,0000015R7018,992,0,0
0000041V1917,0000015R7019,992,0,0
0000041V1918,0000015R7020,992,0,0
0000041V1955,0000041V2093,992,0,0
0000041V1956,0000041V2095,992,0,0
0000041V1957,0000041V2097,992,0,0
0000041V2162,0000016R1192,992,0,0
0000041V2163,0000016R1192,992,0,0
0000041V2164,0000016R1192,992,0,0
0000041V2165,0000016R1243,992,0,0
0000044H2756,0000041V1238,992,0,0
0000044P0080,0000016R1646,992,0,0
0000044P0107,0000044P2324,992,0,0
0000044P0127,0000044P4472,992,0,0
0000044P0144,0000044P4026,992,0,0
0000044P0160,0000011P3873,992,0,0
0000044P0187,0000044P2868,992,0,0
0000044P0200,0000044P2542,992,0,0
0000044P0231,0000012R6697,992,0,0
0000044P0231,0000012R6697,992,0,0
0000044P0261,0000044P4141,992,0,0
0000044P0270,0000044P4142,992,0,0
0000044P0363,0000044P0657,992,0,0
0000044P0512,0000012R9344,992,0,0
0000044P0671,0000044P2609,992,0,0
0000044P0902,0000044P1487,992,0,0
0000044P1010,0000044P4502,992,0,0
0000044P1011,0000044P4503,992,0,0
0000044P1174,0000016R1679,992,0,0
0000044P1292,0000016R1683,992,0,0
0000044P1362,0000044P2868,992,0,0
0000044P1383,0000012R6696,992,0,0
0000044P1399,0000044P4069,992,0,0
0000044P1415,0000044P2542,992,0,0
0000044P1520,0000012R6697,992,0,0
0000044P1599,0000016R1646,992,0,0
0000044P1655,0000016R1678,992,0,0
0000044P1779,0000044P2135,992,0,0
0000044P1809,0000044P3508,992,0,0
0000044P1841,0000041U0112,992,0,0
0000044P1914,0000015R6748,992,0,0
0000044P1944,0000016R1679,992,0,0
0000044P1958,0000044P4543,992,0,0
0000044P1969,0000060G7577,992,0,0
0000044P1998,0000041V0426,992,0,0
0000044P2007,0000044P3187,992,0,0
0000044P2011,0000016R1682,992,0,0
0000044P2012,0000016R1683,992,0,0
0000044P2013,0000016R1684,992,0,0
0000044P2025,0000012R6721,992,0,0
0000044P2118,0000016R0002,992,0,0
0000044P2179,0000044P4379,992,0,0
0000044P2255,0000044P3436,992,0,0
0000044P2286,0000015R6712,992,0,0
0000044P2289,0000041V0075,992,0,0
0000044P2290,0000041V0076,992,0,0
0000044P2435,0000041V0005,992,0,0
0000044P2436,0000041V0006,992,0,0
0000044P2460,0000012R6698,992,0,0
0000044P2463,0000044P2994,992,0,0
0000044P2481,0000016R1646,992,0,0
0000044P2527,0000012R6168,992,0,0
0000044P2547,0000012R6260,992,0,0
0000044P2708,0000016R1172,992,0,0
0000044P2711,0000016R1695,992,0,0
0000044P2714,0000016R1173,992,0,0
0000044P2714,0000016R1173,992,0,0
0000044P2717,0000012R7506,992,0,0
0000044P2717,0000016R1174,992,0,0
0000044P2718,0000015R6747,992,0,0
0000044P2793,0000016R0002,992,0,0
0000044P2938,0000044P4021,992,0,0
0000044P3039,0000012R8039,992,0,0
0000044P3039,0000044P3988,992,0,0
0000044P3044,0000060G7577,992,0,0
0000044P3164,0000016R0933,992,0,0
0000044P3168,0000016R0101,992,0,0
0000044P3172,0000016R0942,992,0,0
0000044P3260,0000012R6948,992,0,0
0000044P3327,0000012R8219,992,0,0
0000044P3392,0000041V0003,992,0,0
0000044P3393,0000041V0004,992,0,0
0000044P3399,0000044P3188,992,0,0
0000044P3455,0000012R6260,992,0,0
0000044P3470,0000016R1695,992,0,0
0000044P3477,0000016R1695,992,0,0
0000044P3594,0000044P4349,992,0,0
0000044P3661,0000012R6342,992,0,0
0000044P3661,0000012R6664,992,0,0
0000044P3763,0000016R0093,992,0,0
0000044P3797,0000041V1226,992,0,0
0000044P3865,0000012R9323,992,0,0
0000044P3902,0000044P4642,992,0,0
0000044P3960,0000012R9278,992,0,0
0000044P3981,0000012R9065,992,0,0
0000044P3988,0000012R8039,992,0,0
0000044P4036,0000016R1161,992,0,0
0000044P4036,0000044P4820,992,0,0
0000044P4037,0000016R1161,992,0,0
0000044P4037,0000044P4820,992,0,0
0000044P4038,0000016R0544,992,0,0
0000044P4038,0000044P4834,992,0,0
0000044P4039,0000060G7592,992,0,0
0000044P4040,0000060G7598,992,0,0
0000044P4044,0000016R1046,992,0,0
0000044P4045,0000016R1045,992,0,0
0000044P4059,0000012R6571,992,0,0
0000044P4059,0000012R6856,992,0,0
0000044P4059,0000012R8782,992,0,0
0000044P4061,0000041V2295,992,0,0
0000044P4062,0000016R1243,992,0,0
0000044P4062,0000044P4717,992,0,0
0000044P4063,0000016R1243,992,0,0
0000044P4063,0000044P4717,992,0,0
0000044P4064,0000016R1244,992,0,0
0000044P4064,0000044P4734,992,0,0
0000044P4066,0000016R1243,992,0,0
0000044P4066,0000044P4717,992,0,0
0000044P4217,0000041U0092,992,0,0
0000044P4218,0000041U0093,992,0,0
0000044P4220,0000041U0111,992,0,0
0000044P4247,0000041U0108,992,0,0
0000044P4423,0000012R6719,992,0,0
0000044P4502,0000012R7504,992,0,0
0000044P4588,0000012R6852,992,0,0
0000044P4588,0000012R8779,992,0,0
0000044P4588,0000016R1649,992,0,0
0000044P4601,0000016R1172,992,0,0
0000044P4602,0000016R1173,992,0,0
0000044P4603,0000012R7506,992,0,0
0000044P4603,0000016R1174,992,0,0
0000044P4606,0000041V2047,992,0,0
0000044P4633,0000016R1243,992,0,0
0000044P4633,0000044P4717,992,0,0
0000044P4640,0000016R1192,992,0,0
0000044P4640,0000044P4719,992,0,0
0000044P4641,0000016R0544,992,0,0
0000044P4642,0000012R8038,992,0,0
0000044P4671,0000012R6226,992,0,0
0000044P4671,0000012R6573,992,0,0
0000044P4672,0000015R6710,992,0,0
0000044P4688,0000016R1685,992,0,0
0000044P4689,0000012R6782,992,0,0
0000044P4690,0000044P0657,992,0,0
0000044P4717,0000016R1243,992,0,0
0000044P4718,0000016R1192,992,0,0
0000044P4718,0000044P4719,992,0,0
0000044P4719,0000016R1192,992,0,0
0000044P4734,0000016R1244,992,0,0
0000044P4735,0000016R1244,992,0,0
0000044P4735,0000044P4734,992,0,0
0000044P4784,0000012R9476,992,0,0
0000044P4820,0000016R1161,992,0,0
0000044P4821,0000016R1161,992,0,0
0000044P4821,0000044P4820,992,0,0
0000044P4834,0000016R0544,992,0,0
0000044P4865,0000016R1162,992,0,0
0000044P4879,0000016R1646,992,0,0
0000051H8700,0000031L7567,992,0,0
0000053P0374,0000097P2161,992,0,0
0000053P0378,0000097P2171,992,0,0
0000053P0382,0000097P2178,992,0,0
0000053P0386,0000097P2199,992,0,0
0000053P0390,0000097P2209,992,0,0
0000053P0394,0000097P2216,992,0,0
0000053P1011,0000053P4160,992,0,0
0000053P1013,0000097P2156,992,0,0
0000053P1018,0000097P2194,992,0,0
0000053P1270,0000053P5456,992,0,0
0000053P1271,0000039J3526,992,0,0
0000053P1834,0000097P3696,992,0,0
0000053P2648,0000097P5546,992,0,0
0000053P3035,0000097P2161,992,0,0
0000053P3043,0000097P2171,992,0,0
0000053P3222,0000012R9283,992,0,0
0000053P3226,0000012R9240,992,0,0
0000053P3228,0000012R8616,992,0,0
0000053P3232,0000012R9259,992,0,0
0000053P4160,0000097P2156,992,0,0
0000053P4165,0000097P2161,992,0,0
0000053P4175,0000053P0378,992,0,0
0000053P4175,0000097P2171,992,0,0
0000053P4182,0000097P2178,992,0,0
0000053P4196,0000097P2194,992,0,0
0000053P4201,0000097P2199,992,0,0
0000053P4211,0000097P2209,992,0,0
0000053P4218,0000097P2216,992,0,0
0000053P4242,0000097P2231,992,0,0
0000053P4247,0000097P2241,992,0,0
0000053P4252,0000097P2246,992,0,0
0000053P4254,0000097P2248,992,0,0
0000053P4259,0000097P2253,992,0,0
0000053P4261,0000097P2255,992,0,0
0000053P4266,0000097P2260,992,0,0
0000053P4273,0000097P2267,992,0,0
0000053P4278,0000097P2277,992,0,0
0000053P4283,0000097P2282,992,0,0
0000053P4285,0000097P2284,992,0,0
0000053P4290,0000097P2289,992,0,0
0000053P4292,0000097P2291,992,0,0
0000053P4297,0000097P2296,992,0,0
0000053P5833,0000000P4295,992,0,0
0000059H2976,0000018P7129,992,0,0
0000060G7549,0000012R6853,992,0,0
0000060G7577,0000041U0453,992,0,0
0000060H0996,0000060H1163,992,0,0
0000060H1150,0000060H1857,992,0,0
0000060H1237,0000060H1268,992,0,0
0000060H1367,0000060H1655,992,0,0
0000060H1377,0000060H2507,992,0,0
0000060H1470,0000060H1485,992,0,0
0000060H1473,0000060H1491,992,0,0
0000060H1486,0000060H1740,992,0,0
0000060H1488,0000060H1752,992,0,0
0000060H1540,0000060H1534,992,0,0
0000060H1544,0000060H1534,992,0,0
0000060H1647,0000060H1367,992,0,0
0000060H1749,0000060H1856,992,0,0
0000060H1783,0000060H2214,992,0,0
0000060H1821,0000060H2543,992,0,0
0000060H1826,0000060H2537,992,0,0
0000060H1866,0000060H2304,992,0,0
0000060H1931,0000060H2214,992,0,0
0000060H1945,0000060H2273,992,0,0
0000060H1960,0000060H2214,992,0,0
0000060H2064,0000060H2509,992,0,0
0000060H2168,0000060H2562,992,0,0
0000060H2174,0000060H2563,992,0,0
0000060H2189,0000060H2537,992,0,0
0000060H2216,0000060H2543,992,0,0
0000060H2219,0000060H2564,992,0,0
0000060H2253,0000060H2562,992,0,0
0000060H2257,0000060H2563,992,0,0
0000060H2284,0000060H2543,992,0,0
0000060H2312,0000060H2564,992,0,0
0000060H2323,0000060H2322,992,0,0
0000060H2326,0000060H2325,992,0,0
0000060H2328,0000060H2327,992,0,0
0000060H2397,0000060H2507,992,0,0
0000060H2421,0000060H2546,992,0,0
0000060H2424,0000060H2546,992,0,0
0000060H2433,0000060H2546,992,0,0
0000060H2473,0000060H2594,992,0,0
0000060H2474,0000060H2600,992,0,0
0000060H2526,0000060H2532,992,0,0
0000060H2529,0000060H2532,992,0,0
0000060H2695,0000060H2562,992,0,0
0000060H2696,0000060H2563,992,0,0
0000060H2697,0000060H2564,992,0,0
0000070P4174,0000070P5381,992,0,0
0000070P4175,0000070P5381,992,0,0
0000070X8330,0000012R8269,992,0,0
0000071P7420,0000071P7520,992,0,0
0000071P7421,0000071P7521,992,0,0
0000071P7422,0000071P7522,992,0,0
0000071P7430,0000071P7530,992,0,0
0000071P7431,0000071P7531,992,0,0
0000071P7432,0000071P7532,992,0,0
0000071P7450,0000071P7540,992,0,0
0000071P7460,0000071P7550,992,0,0
0000071P7461,0000071P7551,992,0,0
0000071P7462,0000071P7552,992,0,0
0000080P3158,0000003N5274,992,0,0
0000080P3388,0000080P4383,992,0,0
0000080P3401,0000003N5284,992,0,0
0000080P3505,0000003N5104,992,0,0
0000080P3909,0000003N5284,992,0,0
0000080P4359,0000080P5011,992,0,0
0000080P4381,0000080P6415,992,0,0
0000080P4429,0000080P6620,992,0,0
0000080P4527,0000003N5853,992,0,0
0000080P4543,0000003N7069,992,0,0
0000080P5354,0000080P6749,992,0,0
0000080P6634,0000010N8263,992,0,0
0000080P6636,0000010N8264,992,0,0
0000097P6244,0000039J2750,992,0,0
0000098P1496,0000041M9528,992,0,0
0000000P4781,0000000P4130,93B,0,0
0000009L3301,0000009L3299,93B,0,0
0000011K0826,0000000P2402,93B,0,0
0000021P3902,0000004N2731,93B,0,0
0000021P4083,0000053P5848,93B,0,0
0000021P5077,0000021H5312,93B,0,0
0000021P6417,0000053P2830,93B,0,0
0000024L1201,0000004N2731,93B,0,0
0000031P9260,0000031P9261,93B,0,0
0000044P3024,0000011P4741,93B,0,0
0000053P4645,0000021P8063,93B,0,0
0000053P5245,0000021P5477,93B,0,0
0000080P2274,0000009P2693,93B,0,0
0000097P2633,0000097P5923,93B,0,0
0000097P3747,0000053P4402,93B,0,0
0000097P4024,0000053P2830,93B,0,0
0000097P4211,0000053P0390,93B,0,0
0000053P0374,0000097P2161,99B,0,0
0000053P0378,0000097P2171,99B,0,0
0000053P0382,0000097P2178,99B,0,0
0000053P0386,0000097P2199,99B,0,0
0000053P0394,0000097P2216,99B,0,0
0000053P1011,0000053P4160,99B,0,0
0000053P1018,0000097P2194,99B,0,0
0000053P4165,0000097P2161,99B,0,0
0000053P4175,0000097P2171,99B,0,0
0000053P4182,0000097P2178,99B,0,0
0000053P4196,0000097P2194,99B,0,0
0000053P4201,0000097P2199,99B,0,0
0000053P4218,0000097P2216,99B,0,0
0000033L3125,0000033L3322,9NR,0,0
0000033L5039,0000038L4031,9NR,0,0
0000038L3241,0000033L3322,9NR,0,0
0000038L3441,0000033L3322,9NR,0,0
0000000P3171,0000000P5788,9RI,0,0
0000000P3204,0000009P5738,9RI,0,0
0000000P3206,0000009P5738,9RI,0,0
0000000P4045,0000009P3084,9RI,0,0
0000000P4045,0000080P5522,9RI,0,0
0000000P4050,0000009P3084,9RI,0,0
0000000P4050,0000080P5522,9RI,0,0
0000000P5506,0000009P3084,9RI,0,0
0000000P5506,0000080P5522,9RI,0,0
0000000P5511,0000009P3084,9RI,0,0
0000000P5511,0000080P5522,9RI,0,0
0000003N5633,0000080P4906,9RI,0,0
0000003N5830,0000080P6789,9RI,0,0
0000003N6603,0000080P4071,9RI,0,0
0000009P6574,0000009P5738,9RI,0,0
0000018P1452,0000018P4987,9RI,0,0
0000018P1455,0000018P4988,9RI,0,0
0000018P2555,0000018P4987,9RI,0,0
0000018P2556,0000018P4988,9RI,0,0
0000018P5860,0000017P6699,9RI,0,0
0000019P3431,0000019P5324,9RI,0,0
0000019P3432,0000019P5326,9RI,0,0
0000019P3613,0000019P5350,9RI,0,0
0000024R0396,0000019P4798,9RI,0,0
0000024R0966,0000019P4960,9RI,0,0
0000035L0523,0000035L0524,9RI,0,0
0000039J0402,0000097P6586,9RI,0,0
0000039J0974,0000097P6219,9RI,0,0
0000039J3303,0000097P6585,9RI,0,0
0000053P0949,0000053P0948,9RI,0,0
0000053P5574,0000097P5630,9RI,0,0
0000080P2350,0000000P5788,9RI,0,0
0000080P2834,0000080P4990,9RI,0,0
0000080P3168,0000009P3084,9RI,0,0
0000080P3168,0000080P5522,9RI,0,0
0000080P3171,0000009P3084,9RI,0,0
0000080P3171,0000080P5522,9RI,0,0
0000080P3179,0000080P4915,9RI,0,0
0000080P3600,0000080P5493,9RI,0,0
0000080P3670,0000080P4915,9RI,0,0
0000080P4102,0000080P5494,9RI,0,0
0000080P4105,0000080P4915,9RI,0,0
0000080P4376,0000009P5738,9RI,0,0
0000080P4450,0000009P3084,9RI,0,0
0000080P4450,0000080P5522,9RI,0,0
0000080P4456,0000009P3084,9RI,0,0
0000080P4456,0000080P5522,9RI,0,0
0000080P4556,0000080P4857,9RI,0,0
0000080P4916,0000080P4915,9RI,0,0
0000080P4933,0000080P6460,9RI,0,0
0000080P4993,0000000P4414,9RI,0,0
0000080P4993,0000024R0622,9RI,0,0
0000080P4993,0000024R5730,9RI,0,0
0000080P4993,0000080P5156,9RI,0,0
0000080P4993,0000080P5169,9RI,0,0
0000080P4993,0000080P5174,9RI,0,0
0000080P4993,0000080P5252,9RI,0,0
0000080P4993,0000080P6457,9RI,0,0
0000080P4995,0000080P5164,9RI,0,0
0000080P5115,0000080P4069,9RI,0,0
0000080P5478,0000080P5493,9RI,0,0
0000080P5484,0000080P5493,9RI,0,0
0000080P6006,0000080P4906,9RI,0,0
0000080P6219,0000080P4915,9RI,0,0
0000080P6436,0000009P5738,9RI,0,0
0000080P6439,0000009P3084,9RI,0,0
0000080P6439,0000080P5522,9RI,0,0
0000080P6442,0000009P3084,9RI,0,0
0000080P6442,0000080P5522,9RI,0,0
0000080P6746,0000009P5738,9RI,0,0
0000080P6747,0000009P3084,9RI,0,0
0000080P6747,0000080P5522,9RI,0,0
0000080P6748,0000009P3084,9RI,0,0
0000080P6748,0000080P5522,9RI,0,0
0000097P3753,0000097P6219,9RI,0,0
0000097P4766,0000097P6585,9RI,0,0
0000097P5666,0000097P6219,9RI,0,0
0000097P5935,0000097P6585,9RI,0,0
0000097P5944,0000097P6585,9RI,0,0
0000097P6318,0000097P6585,9RI,0,0
0000097P6336,0000097P6585,9RI,0,0
0000097P6427,0000097P6219,9RI,0,0
0000097P6635,0000097P6585,9RI,0,0
0000097P6636,0000097P6586,9RI,0,0
0000097P6644,0000097P6585,9RI,0,0
0000097P6645,0000097P6586,9RI,0,0
0000017P6699,0000018P5860,9ss,0,0
0000018P4987,0000018P1452,9ss,0,0
0000018P4987,0000018P2555,9ss,0,0
0000018P4988,0000018P1455,9ss,0,0
0000018P4988,0000018P2556,9ss,0,0
0000019P5324,0000019P3431,9ss,0,0
0000019P5326,0000019P3432,9ss,0,0
0000035L0524,0000035L0523,9ss,0,0
0000017P6699,0000018P5860,9xx,0,0
0000018P4987,0000018P1452,9xx,0,0
0000018P4987,0000018P2555,9xx,0,0
0000018P4988,0000018P1455,9xx,0,0
0000018P4988,0000018P2556,9xx,0,0
0000019P5324,0000019P3431,9xx,0,0
0000019P5326,0000019P3432,9xx,0,0
0000035L0524,0000035L0523,9xx,0,0
*
* end
